label	pair	defid	definition
	normalicy, normalcy	2699657	What Vicky believes to be the correct pronunciation for the word \"normalcy\". Same definition as normalcy with an emphasis on the second syllable norMALicy.
	moe, you	4457777	acronym for Missing On Earth...another way of saying you're high off Pot..
	craz, crazy	4374302	Abbreviation for the word \"crazy\". May also be used in conjunction with the suffix -tastic.
	sarce, seriously	11847117	a way of saying \"seriously\" or \"really?\" in a disappointed manner. to show annoyance of something.
	reckon', sure	12111742	A word typically used by someone who is \"country\" or \"redneck\" that is supposed to be a synonym for \"think\". Or it can be used instead of saying \"sure\".
	fmuta, out	2865908	adjective acronym for internet FUCK ME UP THE ASS. can be both positive or negative depending on context. you can also say the word out loud (f-mooo-ta)
	roar, hello	1847433	A way to say hello or wen u cant b assed sayin anything else coz ur to lazy ot tired
	standino, standard	5903335	A synonym for the word 'standard', used when something happens that is expected or is a usual procedure or occurrance
	teheran, tehe	6066919	A different and thuper trendsetting way to say \"tehe\".*Derived from an autocorrect typo.
	ownee, owned	3074872	The new way to say owned. :) A completely awesome word. :)
	ownee, owned	3074288	The new way of saying owned. :)
	niggyboo, nigger	623074	Clayton's mom's way of saying \"nigger.\"
	brocaine, cocaine	4149564	An alternative way of saying cocaine. Coined first by Zach Cregger of Whitest Kids U' Know.
	goodness, good	334294	goodness a hillin way to say good
1	beour, bear	5982644	occurs when people from cork, Ireland attempt to say the word bear.
	schmeh?, like	2102693	This form of the word was derived from the game 'The Legend of Zelda: The Windwaker', where there are fish that come out of the sea to help you mark locations on your map. These fish say the word like a question; it is used in everday life as a meaningless filler word, something to say when nothing else can be said.
	wahtev, whatever	1023177	short, cool way to say \"whatever\"
	low, noob	4419066	A cooler way of saying \"noob\" or \"low skilled\".Often used in games such as Call of Duty etc.
	nummy, awkward	6064689	Nummy is a cooler way of saying awkward. You can also express the feeling of awkwardness with \"nums\" for short. No, nummy does not mean \"tasty,\" as you might think. It is nummy that people think that...
	jordyn, anal	4813960	A hooker, a bartender, or just a plain stripper. And for some people, Jordyn is another way to say anal.
	snebs, yeah	2127203	a gnarly way to say \"yeah\"
	luni, money	1885874	money, gouda, skrilla, dinero, dough, yaper, green. Another way to say money.
	kadoke, okay	12187327	A substitute for the word \"okay,\" that is often used to express a more apathetic or even dismissive response.
	ritter, ugly	1850188	Polite way of saying \"ugly\"
	derby, cool	3836145	A sarcastic way of saying \"cool.\" Also used to make fun of something/someone in a disguised way among friends.
	'gina, vagina	3616486	Vagina An abbreviated and more modern way to say 'vagina'. As the 'ternets continues to rape and pillage the english language, we drop the first couple of letters because who has the time for full words anymore?
	cul, cool	12777119	The new version of cool, in 2018 we text a lot. And we need a shorter way of saying cool, so cul is what is used in text form.
	duff, ass	11834589	1. Designated Ugly Fat Friend 2. A more polite way of saying ass or butt
	blinky, blinky	1536765	If you someone know who is cool, funny, and an all around good person, their name can be substituted for the word \"Blinky\". Blinx or Blinko or Blinkmeister are also appropriate. As a matter of fact, any variation containing 'blink' in it is fine.
	shutski, shut	1852165	A russian way to say shut.
	earl, oil	2825626	The urban New Orleans way of saying oil
	mfd, something	6234316	My fucking dude. This word is used instead of saying something along the lines of, \"Dang player, you be spitting that game!\" It's much more discrete, and just as effective.
	fuutin, fucking	12919111	A way to say fucking without actually saying it!
	f'kaw, okay	2048308	Used in a rude way to say \"Okay\", \"Whatever\", \"sure\" and \"who gives a damn\" all at the same time. It is a very \"shrugged off\" act to use this term/word. (The \"aw\" of the term is extended in most situations.)
	fail, failure	3900162	The current generations lazy way to say failure. Just ask these kids parents the meaning of the word.
