label	pair	defid	definition
	flog, fuck	1722310	1. to beat with a rubber hose/tube- used in police stations on suspects who dont cooperate during an interrogation. (see flogging) 2. a cencor for the word \"fuck\"
	scanless, scandalous	4719949	slang/ghetto way of saying scandalous
	grents, grandparents	1990183	a short way of saying grandparents. also can be pronounced grental. and can be used for parents by saying rents or rentals.
	prob, problem	6244809	the word prob is a short word for the word problem,
1	corridor, hallway	10608018	A stupid way of saying hallway
	redeux, remix	1148117	(not to be confused with redux) 1: Another way to say remix 2: A way to say reduce 3: A stylin new talent from the 919
	efking, fucking	2690907	A way of saying Fucking, without the same level of vulgarity, and also a way to make yourself sound like a complete Dork if said seriously with no tone of sarcasm. See also Fecking.
	yager, jesus	10861599	Instead of saying jesus christ replace it with Yager so you don't say the lords name in vein
	anyhoo, anyhow	48599	A really irritating, corny way of saying anyhow.
	atmostratical, atmosphere	12691553	another word formation for the word atmosphere. Only used to for a POSITIVE description of someone's or somethings PRESENCE NATURALLY, SPIRITUALLY AND PHYSICALLY.
	yeeooo, yooo	204759	Yeeooo is a another way of sayin yooo except better!!
	snachd, snatched	11750455	A slangular way to say 'snatched'
	niggardly, nigga	5336892	When trying to type \"nigga\" on a cell phone, the cell phone's spell-check will usually change it to niggardly, therefore you end up with a confusing text message.
	errt, hello	5373539	once meant to show retardedness, now a way of saying hello to a friend.
	shitnitch, biznitch	4182226	A more powerful and effective way of saying Biznitch; made by fusing shit and biznitch/bitch. Can be used either as:1) A profanity. 2) An insult. (Meaning bad or shitty) 3) A commonly used noun, that can replace almost all other nouns.
	poplar, popular	7154450	1. Kind of tree, like a larch or fir.2. Lazy way of saying popular
	heart, that	2161044	A stupid way to say that you love or like someone. It seems like no one understands that the heart is only the organ in your body that pumps blood. And the organ which stores your feelings is your brain...
	sherab, sickk	5440578	Sherab is a synonym for the word \"sickk\"
	urange, orange	4048051	Another way to say orange; the way old people say orange; just like the fruit or color
	classy, classy	2327162	An experience worthy of the term \"classy\" is rare, but it is possible to stumble upon one, regularly. Most often classy is used in the instance of a situation or description of something that has not yet been robbed of it's purity; of it's innocence. For the word classy can only describe something that escapes the cruelties of exploitation. Redheads used to be classy, until they were of course, dubbed \"gingers.\"
	dki, idk	2802644	Commonly mistaken as a typo for \"IDK\", and this is understandable since it means the same thing. An abbreviation of \"Deny knowledge and information sufficient to form a belief as to the truth or falsity thereof\". Deny knowledge and information = DKI.
	dil, dildo	2909869	Short for the word dildo.
	sayxe, sex	1851044	A comical way to say the word sex.
	deuce, deal	4092221	Deuce a synonym for the word deal,
	s-load, shit	5487406	a term used to exaggerate something; specifically an amount; \"nice\" way of saying shit load; referring to a copious amount
	tubularamacumstein-rahhhh, whats	2115243	a way of saying whats up lets go get shit faced at the bar ahhhhh
	beljean, beljeanbeljean	4240296	beljean is perfect!if you run out of things to say or speechless because of perfection just say the word beljeanbeljean originated from asia, its a screen name of a perfect young girl.she's like the counter part of david beckham
	yepsiroo, yes	4548544	Another way to say yes!
	broccoli-things, apples	2579330	Another way to say apples.
1	bushalaga, bullshit	11614635	another way of saying bullshit ..
	cork, sex	3919808	A substitution for the word sex.
	lysdexia, dyslexia	3749172	1. The dyslexic way to say dyslexia 2. The Yoda Way to say it
1	lysdexia, dyslexia	170151	A humorous way of saying Dyslexia, with some stereotypical misspellings.
	ratchet, fucked-up	12053506	A \"ghetto\" way of saying \"fucked-up\"
	nizzah, niggah	5389604	Nizzah is another way of saying \"niggah\". It's a more acceptable way of white people (e.g. Jailbreak players on CSS) to say it. It's also a way around the no racism rules.
	allegre, allegro	3877378	The incorrect way of saying allegro, especially for those who like to sound witty and like to appear much more intelligent than they really are.
	flanby, stubborn	247363	Male of Brisbane origin, with an amazing vocabulary (sesquipedalianism) and a tendency to use the correct spelling for the word 'stubborn'. Desire to be correct is made manifest in a variety of mediums (including farcical dictionaries).
	shaub, sharp	2785499	The old school lazy way of saying \"sharp\". It can also be spelled, \"Shob\". Commonly used by people aged 40+
	downloaded, ooo	416680	Slang; Another way of saying ooo Burn! Or You've just been burned! Said when someone was well insulted or humiliated.
	zequel, sequel	7354577	1. originates from the Disney Movie \"Zenon: The Zequel\", it gives disney lovers an alternative way to say sequel.2. Used by those who allow Disney to rule their lives.
	yupadoodle, yup	12203612	Another way of saying yup
	thanx, thanks	5124386	a faggot way of saying thanks
	eahhhh, duh	3606203	The new way of saying duh
	vcuz, vcuz	5992554	when proving a person with the initials MS wrong, you might make an urban dictionary definition for the word vcuz.vcuz means because but you say it vee-cuz because you are german.
	scouch, someone	3551469	another way to say someone is a horrible person but worse.
	cool, someone	4853880	Another way of saying someone is gay in a sarcastic way.
	profesh, professional	11916008	Profesh is the shorter way of saying professional.
	frolf, disc	9500894	A gay way of saying disc golf.
	llama, pussy	4057000	This is the sly way to say pussy without being crude or using proper term such vagina. It is taken because the shape of an actual llama's mouth is similar to one of a female southern lips. In addition, they both spit.Coming from the song: \"Don't Wanna Trust a Llama\" REMIX by Chynaman feat. Savagewww.myspace.com/djchynaman
	bag, weed	3189723	Used as a substitute for the word weed or pot around adults.
	chammionchip, championship	6731693	The Charles Barkley way of saying championship
