label	pair	defid	definition
	swattablocked, that	12790360	The past tense of the verb swattablock.Known as the act of having prevented sexual relations between the two members of a heterosexual couple. Commonly known as the shortened way of saying that someone has both \"cockblocked\" and \"cunt swatted\" simultaneously, thus preventing either party from engaging in coitus.There are a number of reasons why a couple may be swattablocked many experts argue that it is often simply an accident; however, in recent years studies have shown that spite, jealousy, and pettiness may be the primary factors that bring about the swattablock.
	kusal, a	7091147	Another word for a ninja
	kusal, a	6698487	Another word for a Stuck Up asshole
	fucksheath, condom	3922341	A synonym of the word condom, which is a rubber *sock* which covers your cock while fucking. The most commonly used method on contraception after anus as it can be hidden in many places such as: 1)in pant pockets 2)in shirt pockets 3)in coat pockets 4)in wallets 5)in shoes 6)under a cap 7)between the penis and the testicles(for a male 8)between beaver-flaps(labii) 9)in a condom box 10)in your mouth 11)already on your penis. A fucksheath can also be used in many other uses other than a contraceptive, such as: 1)a jizz-bucket 2)a baloon 3)a water baloon 4)a hat 5)a projectile 6)a term paper
	tiwangs, hello	1749773	A very cool way of saying hello
	nao, now	2926976	The slang term pronounced for the word \"Now\". Preferably used in an improper statement.
	katzenjammer, hangover	922074	Another word for hangover, seen randomly used in spam in order to avoid detection.
	bitca, bitch	171690	A way of saying bitch when my son is around; taken from the TV series Buffy: The Vampire Slayer (episode \"When She Was Bad\")
	kremble, crap	874695	Another word for crap, or Bull-S***.
	wii, marijuana	2600074	Another word for marijuana because it sounds similar to \"weed.\" Mostly used in text messages and phone calls for discreteness.
	relative, cousin	1207051	A way of saying cousin without actually saying it. So if your a blood, and you don't want to say cousin or cuz, you say relative.
	triangle, perfect	5692224	A new way to say perfect since a triangle has 3 equal sides which excludes: Acute, obtuse, Scalene, and Isosceles Triangles. The term originated in Mount Juliet TN by a local rapper.
	guaro, coke	2394590	1. In Costa Rica, a sugar cane liquor branded under the name Cacique. Used for shots, mixed drinks, and even cooking. 2. In Costa Rica and Colombia, a generic name for any and all booze. Note however that guaro is a particular liquor as described above. Similar to the usage of the word \"coke\" for all softdrinks in the midwestern US. 3. In Colombia, aguardiente is a more processed and flavored guaro.
	cd, condom	6103336	Another way of saying Condom, particularly in the presence of others who you do not want to understand the implications.
