label	pair	defid	definition
	vonceall, vagina	4891652	Another word for vagina, can also be used to call a wimpy man a pussy.
	iam, thing	1247752	Pronounced (Yam kinda like that nasty dark red thing you dont eat on thanksgiving but is put on the table anyways). Iam is used in place of the word thing.
1	tiwangs, hello	1749773	A very cool way of saying hello
	jokeville, chate	3303315	Jokeville is the slang term for Oakville, Ontario. Many feel that Oakville is such a joke that its name should be changed to Jokeville permanatly. Oakville is also the home of the word chate.
	special, retarded	12646067	Another word for retarded. Evolved out of 'special needs' and said people being referred to using this word.
	raichu, ray	619049	Evolution of Pikachu in the Pokemon world. Raichu is deprived of the word \"ray\" wich is \"lightning\" in japanese
	magubber, love	12506789	magubber means love you lots in English. another word for Love, basically.
	faggermuffin, fag	2452439	A more fun way to say fag, but not in a rude way, in a funny way.
	bombiest, coolest	2968273	The most awesome, or rad, of anything. Another way to say \"coolest\"
1	robit, robot	6750461	Alternative to the word \"robot\".Representation of the pronunciation for the word \"robot\" used by Dr. John Zoidberg on Futurama and Rod Serling on The Twilight Zone.
	baskets, boobs	12688317	A another word for boobs or breasts
	baskets, boobs	12688311	Another word for boobs, or breasts.
	promiscuous, woman	1834156	A redundant adjective for the word \"woman\".
	kewaeru, loser	12579751	Another word for loser.
	shhmd, smd	8003338	Another way to say Smd inspired my bobby shmurda
	moosh, love	4891803	MOOSH is an official key word that Olga Kay uses in her show on YouTube The world is originated from her cat named MUSHKA.Can be used to replace curse words, used in place of the word love, used while making a kissing face.
0	saura, sexual	6841513	Saura is an abbreviated way of saying sexual aura. There are individuals who exude a sensuality that is detectable and almost palpable. This is a sexual aura, or saura for short.
	lateskies, later	2425681	Contrary to popular belief, this was coined in the central coast of California in the beginning of 2002. It is another way to say the word \"Later\", or \"Late\". Said place of origin also coined \"Brahskie\", \"Beerskie\", and \"Ch'yahski, braski\".
	terrism, terrorism	3063385	The incorrect pronunciation of the word 'Terrorism' by the most inbred, ignorant, idiot chosen to lead a bigger group of ignorant idiots who cant let go of their imaginary friend.
	terrism, terrorism	406405	Bush's mispronounciation of the word \"terrorism\".
	schweaty, cool	590345	Another substitute for the word cool invented by my friend Jim Nigel of Oshkosh, WI(he wants credit heh), after seeing a recent episode of Saturday Night Live.
	plex, complex	1445751	(verb), as in \"to plex\" etymology: United States 21 Century English, from the word \"complex\" Shortened form of the word \"complex\". 1. To have or show social dysfunction in the form of emotional disturbance. (Ranting, Whining, Fighting, etc...) 2. To hold a grudge in public forum. 3. To complain. -es; -ed; -ing Can by used as an adjective 'plexy' to describe someone or something that has the same qualities.
	bidad, brown	2901644	a dad who is bi. a lumpy furry creature another word for brown
	fuckabation, masturbation	4305158	Another word for masturbation.
	deadskin, ashy	11047172	Another word for ashy
	goths, goth	2084701	The word Goth has been used to describe several things over the years many of which are completely idiotic, whereas others are completely legitimate but surprising nonetheless. A) The original Goths were an ancient East Germanic Scandinavia tribe. The Goths eventually split into two groups after migrating towards the Baltic Sea: The Visigoths and The Ostrogoths. Though at one point in time the term Goth was used to describe barbarians (as that is what The Visigoths were famous for) that term is no longer used. Another import fact; neither the Visigoths or the Ostrogoths had their own religion, they were Germanic paganism and Arianism. Implication: Goth is not a religion. B) Goth was also an old architectural style which began in the 12th century. (An example of this style is St. Denis Abbey or Westminster Abbey) C) Goth can also used to describe literature. Gothic literature was dark romantic dating back to the 1700's. Two of the possibly most notable authors from the time were Edgar Allen Poe, and Mary Shelley. D) The most common usage of the word Goth however is the description of a fan of Goth Rock and a member of the subculture. The subculture began primarily with the release of Bela Lugosi's Dead by Bauhaus though some beg to differ and say bands such as Joy Division and The Mission outdate Bauhaus. To belong to the gothic subculture appreciation of the music is essential, while there is more to the subculture than just the music, many people fail to realize that someone fashion choice or attitude does not necessarily make them Goth.
0	man-kini, man	1853000	A conjugation of the word Man and Bikini. Used to describe a tight, short swimming suit worn by men
	fridge, fuck	762346	Another word for the word fuck.
	hockey, ice	1173669	1) A sport originating in England, not played on ice but on foot, not using a puck but a ball. After hockey had developed in the British Isles in the late 19th century, it spread throughout the British Empire, largely due to the British army and this is one reason why India, Pakistan and Australia are so formidable (all were British colonies). Today, hockey is played all over the world by a variety of countries and is currently the second largest team sport in the world, just behind football (that's soccer to those who didn't realise). 2) A faster way of saying ice hockey. Note - Both are good sports that need speed, stamina, skill etc, I'm just clearing up that it is seldom recognised that field hockey was the original.
	witches, bitches	3602570	It is alternative word for Bitches, or an edited way of saying Bitches. Most white females approve of this word, ask around, there the ones who made the term up.
	bear, scene	1924632	-The new \"scene\". Cooler. Happier. Better. Bear kids are usually very calm and relaxed. THEY NEVER SPEAK OF THE WORD \"SCENE\". They derive from a small town in Morris County, New Jersey and love to eat. They're very beautiful, genuine people and they're almost ALWAYS having the best time. Bear kids can be spotted all over-you just have to have the right eye for them. Bear kids: have natural beauty are always with friends love to laugh love life always do \"the pose\" refer to themselves as bear... a lot have a unique/different style don't put out are camera whores can be spiritual and mystical-but not in a weird way Lets not leave out the bear poses: One way to tell a bear kid from any other are thier very distinct poses. Sometimes you will see a bear kid walking around doing the \"dinosaur arm\". The dinosaur arm only requires one arm and is very simple to do. The elbow should be pointing downward and the rest of the arm facing up-so its like a \"V\" an the hand should just be resting. They do the dinosaur arm because if a camera comes flying by and takes a picture of them, they want to be ready to do thier pose. Thier camera pose: Very easy. The rested hand goes straight up-palms facing forward right next to thier face with thier fingers extended. -Most of the time they look at thier hand too.
	bear, scene	1926405	-The new \"scene\". Bear kids are usually very calm and relaxed. THEY NEVER SPEAK OF THE WORD \"SCENE\". They derive from a small town in Morris County, New Jersey and love to eat. They're very beautiful, genuine people and they're almost ALWAYS having the best time. Bear kids can be spotted all over-you just have to have the right eye for them. Bear kids: have natural beauty are always with friends love to laugh love life always do \"the pose\" refer to themselves as bear... a lot have a unique/different style don't put out are camera whores can be spiritual and mystical-but not in a weird way Lets not leave out the bear poses: One way to tell a bear kid from any other are thier very distinct poses. Sometimes you will see a bear kid walking around doing the \"dinosaur arm\". The dinosaur arm only requires one arm and is very simple to do. The elbow should be pointing downward and the rest of the arm facing up-so its like a \"V\" an the hand should just be resting. They do the dinosaur arm because if a camera comes flying by and takes a picture of them, they want to be ready to do thier pose. Thier camera pose: Very easy. The rested hand goes straight up-palms facing forward right next to thier face with thier fingers extended. -Most of the time they look at thier hand too.
	khed, kid	6812729	As mentioned above, an inflection of the word 'kid'. However, this term was NOT invented by the Exeter High School class of 2010, as it has been widely used in the city of Quincy, Massachusetts as far back as 1989.
	khed, kid	5022925	An inflection of the word \"kid\", primarily used to distinguish between everyday people you talk to and your kheds, i.e., your friends. Invented by Exeter High School Sen10rs (class of 2010).The \"h\" is articulated when pronouncing \"khed\", and the word itself sounds gay unless said in a higher-than-normal pitch.
1	shizzay, shizzle	3907623	A variation of the word Shizzle, meaning Shit in Snoop Dogg language (which consists of adding the suffix -izzle to any word).
	hokie, postal	3519744	A word now used to replace the old usage of the word \"Postal\" to describe someone who might act out violently.
	b-i, business	344117	Shortened version of the word business
	returnded, retarded	10391851	returnded is another word for retarded but said by retarded people
	zahra, awesome	3909535	in short, another way to say AWESOME, or the source word for the adjective awesome.
	nood, noob	8486307	Nood. I varient of the word \"Noob\". Nood, however, has taken on a much narrower meaning than it's source. While a noob can be any person who is extremely naive or new to some activity, a nood is someone is is so horrible at that particular activity that they should not even be allowed to participate.
	klahp, sex	3740253	When having sexual intercourse and you hear the clapping sound of two persons thighs smacking each other; another word for sex derived from the south; sexual intercourse.
	green, lame	2865975	(Another word for lame or being lame)Someone who doesn't understand what is going on. Someone who is boring. Someone who is old-fashioned and neither streetwise nor having street credibility (Slang).
0	faya, fire	3031593	James Hetfield of Metallica's way to say fire.
1	spics, speak	706240	Used as an offensive term towards hispanics, makes fun of their pronounciation of the word \"speak\".
	fercockta, stupid	4004814	Can be used in place of the word stupid, fricken or in some cases fucked up.
1	awesomlicious, awesome	2285874	1.The cooler way to say awesome 2.A word often used by people who are hyper active
1	awesomlicious, awesome	2268667	The cooler way to say awesome or rad
	sched, schedule	1729735	an abbreviation for the word \"schedule\" pronounced \"schedu\"
	grumpkin, blumpkin	3978620	When Female or Male, is performing oral sex on you when you are taking a shit on the toilet. Grumpkin is mistaken for the word Blumpkin, because of the Movie \"Harold and Kumar.\"
	fwee, yay	279159	1: A word used to describe something entertaining, pleasing, enjoyable, inevitable, invulnerable, immortal, amusing, diverse, complex, and anything else that leaves a happy effect on one's face. 2: A substitute for the word yay. 3: A word that does not describe anything in particular, but rather just used to talk jibberish.
	toni, easy	5808542	A word used in place of the word easy. Pronounced like the name Tony. Used commonly in the south of england.
	buttsplit, asshole	4441394	n. yet another word for asshole, etc.
	sup, yo	2017752	another way of saying yo of hello to your homies or mates
	cool, something	120269	The best way to say something is neat-o, awesome, or swell. The phrase \"cool\" is very relaxed, never goes out of style, and people will never laugh at you for using it, very conveniant for people like me who don't care about what's \"in.\"
	cool, something	8213606	The best way to say something is neat-o, awesome, or swell. The phrase \"cool\" is very relaxed, never goes out of style, and people will never laugh at you for using it, very conveniant for people like me who don't care about what's \"in.\"
	bacronym, backronym	9386767	An example of a Neologism and an alternative spelling of the word backronym, a term was probably invented by Alan Chapman a business consultant based in Leicester England. Both spellings are used on his website (Businessballs), but bacronym might just be linguistically purer than backronym (being closer in appearance to acronym).
	blazay, blasé	12467862	A misspelling of the word blasé, or a dialectic representation of it. It means: apathetic; indifferent; bored; lacking enthusiasm; unimpressed.
	palaver, smoking	7418529	Palaver is another word for smoking weed. Much like the story behind 4:20, 'palaver' comes from a group of stoners that met up every Monday night to play cards and discuss The Dark Tower, by S.King. In The Dark Tower, Palaver is explained as a meeting where people chat to one another.As the monday night meetings evolved the friends would end up discussing more obscure topics, as you do when stoned. These would then turn into silly debates, causing a palaver.
	superceed, exceed	2234136	a word invented by bernhard. it is supposed to be an exaggeration of the word exceed.
	plussy, pussy	2953743	1. When you get voiced in IRC 2. Another word for pussy/vagina
	pwn5, pwns	2151279	Pwn5 is the ultimate way to say \"pwns\", much in the same way \"1337\" is the ultimate way to say \"l33t\". Essentially it means \"is much better than\" or \"humiliates\", and is most commonly used as a verb. The \"5\" represents the \"s\". It is also mid-way between 0 and 10, so is considered a direct hit between the eyes i.e. perfect. This stems from the origins of the word in online multiplayer gaming, where a perfect shot is respected.
	snipe, shit	2086230	another word for shit or crap, used at whs
	swankie, hot	4400617	Orginally taken from a tissue box called swanky hankies. Swankie is the new word for cool, also another word for hot
1	luvb, love	3086033	another word for love...a cute way
	earbashing, blabbermouth	1825876	Talking non-stop,therefore boring the other person to death.another word for Blabbermouth
	sugajuice, juice	4068260	The nickname of a person. usually used by putting their last name in front of the word juice.
	kang, smell	1305648	Basically another word for smell.
	gung, gang	12602902	A gung is another word for gang, without the violence and crimes
1	peachy, awsome	8139343	Peachy another word for awsome, wicked, amazing, sick
	brick, idiot	10819712	(n.) A less intelligent form of life. Refers to a brick (n.) - usually made to build houses with. A brick tends to have zero to no IQ whatsoever, since it's a brick. Basically a nice way to say idiot.
	expeno, expensive	5657859	the most common abbreviation for the word expensive
	spicy, cheeky	8793628	Another word for cheeky usually said after some quality bants.
