label	pair	defid	definition
	drp, the	2141783	A typo of the word 'dro, in terms of hydroponic marijuana.
1	andreq, andrew	12921418	A typo for Andrew
1	startfish., starfish	3629992	A typo of \"Starfish\". Commonly found in MSN Messenger convos.
1	bracks, brackin	1974667	shorter version of \"brackin\" meaning something that is good or great. Coined in the San Diego area.
	youutbe, youtube	2854046	a mistake most likely made when trying to type youtube.
	legite, legit	4991582	not actually a typo of \"legit\", unlike other definitions you see here.means not just to be clean, but clean and CLASSY.
	milsplaining, explaining	12811142	MILsplaining (a union of the acronym for Mother In Law - MIL and the informal variant of the verb explaining - 'splaining') is a play on the word Mansplaining where the informee is usually more informed on a topic than the informer. In this case, the MIL uses a condescending and patronising tone when providing a son- or daughter-in-law advice they are not seeking and/or information already well in their grasp. The advice generally concerns medical and parenting topics presented as indisputable 'facts' without evidence or reasonable adjustment to scientific or technological developments of the past 30-100 years. The condescending MILspaining tone also implies a criticism or judgement of the son- or daughter-in-law, or the couple.
	bovered, and	1583905	Chavs way of pronouncing and writing the phrase \"Am I bothered?\"
	coosht, the	2977957	A shorter version of the word Cooshtie
	skooooooooooooooool, school	1095023	bus drivers way of pronouncing school.
1	edjiate, educate	2928096	A variation of the verb educate, occasionally used to an unintentionally ironic effect. Similar to edumacate.
1	nayce, nice	2623379	adj. 1. An alternative spelling of nice (generally used in gaming due to easier keystrokes than the word nice). 2. Often used sarcastically to mean bad or teh suck.
	dragonforce, go	2818982	The adjective form of the word, to be used in conjunction with some tense or form of the verb go, derived from the power-metal band of the same of the same name, meaning to overcome or defeat someone or something very soundly and/or with extreme prejudice. Used in the context of a fight or competition of any sort.
	bung, bang	2628250	Verb--the past tense of the verb \"bang\", i.e. to have sex with someone. Also, when using the past tense of \"gangbang\", gungbung is considered a possibly substitute.
0	cunny, cunt	1947492	Another word for a womans sexual organ. Derived from the word cunt it is used in a positive and affectionate way compared to the word cunt which is used as an insult and is considered offensive. Alternativley the word cunny is used because it sounds nicer than the word cunt.
1	geekalolagus, dorkalolagus	276298	A more affectionate term than the word Dorkalolagus. Geekalolagus is derived from the noun \"geek.\" 1. One that is skilled in technicial fields and in sciences, but often inept socially. 2. Someone you end up working for. See Geek, Dorkalolagus, and Bill Gates.
	durnk, drunk	1861646	An extremely high level of alcohol intoxication. The origin of the word comes from a common typo (someone trying to type drunk) that occurs while the person typing is intoxicated. Variations of the word include \"Slam Durnk\" and \"three sixty windmill slam durnk.\"
