label	pair	defid	definition
1	thoams, thomas	945597	What I get for trying to type Thomas too fast
	stronk, the	5855016	A typo of the word \"strong,\" originating from competitive play of a game of Heroes of Newerth. Mostly used sarcastically because of it being a mistype.
1	emmo, emo	2479190	A new way of pronouncing emo. Less offensive then calling someone an 'emo'. A deviant of the subculture. Sad scene kids. Pronounced 'M-O'
1	deture, mature	4345832	The opposite of the verb \"mature\", as to growth young again.
1	impsing, imposing	5569325	1.Being a bother or annoyance while still being somewhat helpful. 2. Imposing without an \"o\" factor. 3. Not able to think for ones self; slave-like; doing the will of others without question. 4. A negative form of being impressive. 5. A typo when trying to type \"imposing\".
	rap, to	2867215	A chatspeak form of the verb to rape.
	sizznuts, your	947860	The ebonic way of pronouncing your balls or nut sack.
1	amg, omg	6702557	Girl's way of pronouncing OMG (oh my god). It is pronounced Ah My God! or Ah Mah Gawd!
	emptonal, the	5254883	1. (adj.)- the feeling of being completely overwhelmed by existence; utter confusion at reality; being thoroughly frightened by the reality of life2. (n.)- a typographical error made when trying to type the word, emotional.
1	lmfso, lmfao	3859500	It stands for Laughing my fucking socks off. Or also a commonly made mistake when trying to type LMFAO. :D
	lox, the	1191836	Shorter version of the word 'bollocks', used to mean lies or something that is a load of nonsense.
	puppy, pussy	2629344	A puppy is a person, usually a man, who is weak and frail and would probably get his ass kicked on any street block in the world. What started as an attempt to bust someones balls, my boy PH, was texting in T9 word to his boy and was trying to type \"pussy\". Of course \"puppy\" came up instead and the word was born.
	chode, chidechide	374613	before the current slang definition, chode used to be used as the imperfect tense of the verb chidechide:chode::shit:shat.
1	stupidus, nigger	1937523	Another word for \"nigger\" that is used mainly in the south. Most black people find it even more offensive than the word \"nigger\" itself.
	gee, a	250866	A shorter version of a 'Geejo. A Lazy Hobo's term for a \"hobogeejo\"
	rorl, rofl	5218394	RORL was invented when an awesome person who we can't name made a type-o whilst trying to type ROFL, meaning rolling on floor laughing, since the \"r\" is right on top of the \"f\" so cut the awesome person some slack. Then, the idiot whom the awesome person was talking to decided to make a dumb acronym for RORL which was Rolling on Roof Laughing. Thus RORL was born and is now commonly used by people trying to mix it up so that they don't write lol ALL THE TIME!
1	ted, turd	2950683	The South African politicians way of pronouncing \"turd\". Same goes for \"bed\" (bird), \"thed\" (third) etc.
1	thoug, though	1486860	A typo of 'though', although miles better than the original. Was invented when someone known only from his foldable spork carrying ways was tired and typing on MSN.
	fagget, faggot	2470859	A person that does not know how to spell \"faggot\". Often used as the French way of pronouncing \"faggot\".
1	wpned, pwned	483252	a typo of pwned which is a typo of owned wpned is only used by the trully 1337
	flough, fly	5617624	The past tense of the verb fly.
1	esactly, exactly	6150674	A typo of exactly, used when you are talking to a girl you have particularly a lot of interest in dating and making happy.
	hundred, the	1531365	A shorter version of the nickname \"Marching 100\" given to the Florida A&M University Marching Band, located in Tallahasse, Florida. The FAMU Band is renowned for being the #1 Black College Marching Band in the United States. It has a long list of famous graduates and includes graduates that worked on the movie \"Drumline\".
	drunk, drink---	88020	the past tense of the verb drink--- not really. only in slang.
	awesong, the	4028608	A typo of the word Awesome, that generally means awesomer than awesome.
	reallyd, the	2608387	1. a typo for the word really that has become commonly accepted as a substitute for the word. 2. more intense and awesome way to say really
	utah'd, yeah	3188267	Getting fucked by your iPhone's text recognition after trying to type \"yeah,\" in a text message. Instead of reading your mind and spelling \"yeah\", your conniving fucking iPhone \"corrects\" your pitiful attempt at texting \"yeah\" (\"urag\", for example) and changes it into the word, \"Utah.\" Shit!
	spb, calling	1858322	a shorter version of calling the skate gang \"Silly Pink Bunnies\"
	dibidable, the	10903443	DIBIDABLE is the new way of pronouncing the old word \"Divisible\". You ned to b m3nt41!ay Chlngeed in order to prunoonce this word korektly.
1	rangrape, gangrape	3341595	It was originally a typo of 'gangrape' but then it was given the meaning of being gangraped by orangutans. The phase is used on irc at someone whom the user doesnt like.
1	eufk, rofl	2773012	When your trying to type ROFL, but you misplace your fingers.
	biggie, notorious	1030083	Wendy's answer to \"Supersize\" or a shorter version of Notorious BIG.
	nicoio, nicole	12056708	A name Jason Howard (aka Finfan) spells when trying to type \"Nicole\".
	l, a	9643169	A term used by Internet fags because they are to lazy just to type out a full word: usually meaning loser.
	rock, form	308863	N. derivative of the verb form 'to rock' which means to be really wicked cool. This meaning is usually demonstrated by raising a balled fist (palm down) to about shoulder height and saying, 'Rock.' This can be applied to any person, place, situation, etc. in which satisfaction is to be expressed.
1	goggle, google	3721511	a typo of google that is full of viruses and will crash your computer
	tl;dt, a	10240170	Stands for too long; didn't type. Commonly used for when you're too lazy to type out a long message, you just get to the basic stand points.
	m@nt, mint	562888	a slang term used by select \"gino/gina's\" meaning something GREATER than the word MINT (mint means AMAZING)can describe.
1	thereforce, therefore	5654834	A term first used by GM TWL originally a typo for therefore but has now become a meme, it represents the generation of kids that will become gamers. They contain so much force in their path that there can only be one generation.
	sappo, the	4368533	Sappo: A shorter version of the commonly used phrase \"What's hapening?\"Other variations: Sappinin Sapp Sapp sapp
1	grul, girl	1807576	An ethnic way of pronouncing \"girl\" in the projects of New York's Lower East Side. When used, it connotes affection.
	phew, the	1670467	A shorter version of the word nephew.
	fuct, fuck	25897	The past tense of the verb fuck. Also used to express a general state of incapability.
	belly, belly	1801695	1. (Adj) Being fat; fatness; a large beer belly/gut. usually used as though it is the past tense of the verb \"belly\" (below) 2. (N proper) An entity (allegedly from another planet) which is the source of fatness in people (esp. weight lifters that think they are massive, but are, in fact, fat). 3. (N common)When someone is fat, they are said to posess belly (rather than the inverse (above)). This is usually a less severe form of belly 4. (V) To get fat; to be fat 5. (N proper) Part of a triad of symptoms - Belly, Basy and Bald - which result in 3 B Syndrome, an unfortunate disease which results from not exercising, over eating, crap chat and hair loss.
1	bwo, bro	7948422	A particularly special way of pronouncing bro.
1	momule, momulate	7962441	the area between one's right thumb and index finger. A back-formation of the verb momulate.
1	guff, guthridge	4049356	A shorter version of Guthridge also known as jake :) a VERY kind person who gets beer ;) and the king of the world nd the best lukkin lad eva ;);)LMAOO!!
	teej, retard	2777848	A way to insult another person in a vulgar way. Usually used to insult ones metal capacity. Highly considered more insulting than the word \"retard\".
	dfdub, the	1941523	Otherwise known as DFW with a southern style way of pronouncing the W. The Abreviation stands for the term down for watever
	chingao, chingar	989604	adjective 1. A variation of the Mexican Spanish word \"chingado\", the past participle of the verb chingar, meaning to rape, violate, or fuck. Literally, chingao means fucked up. 2. Chingao is also used as an exclamation of suprise, lament, or as a basic gap filler. The use of this particular prononuciation of the term chingado, is most common in North Mexico and in the Southwestern U.S. from Eastern Arizona down to South Texas.
1	prock, procrastinate	1915138	Prock is a shorter version of the verb \"procrastinate\". It is used to describe you're situation when you're procrastinating - because when you are procrastinating, you're usually too lazy to say the word \"procrastinating\".
1	lof, love	5199732	Different pronunciation of the verb \"love.\" The difference is subtle and subjective, but usually indicates a softer, more affectionate love.
	sharyce, this	5501561	Sharyces are generally shy, or in some way always coming out of their shells. But when they have, they are the funnest kind of person you could ever be around. They are usually goal oriented, determined, or looking out for number one, but always know how to have a good time and balance work and play really well. They love the little things, and almost anything can entertain them. Friends would commonly describe them as \"silly,\" \"smart,\" \"likable,\" \"bouncy personality,\" \"Klutz,\" and \"full of common sense.\" Nicknaming Sharyce is futile, picking something completely out of the blue with absolutley no meaning, or something that has come from an inside joke is most likely to work better than shortening the name. A shorter version of this name as a nickname is most likely used only by parents, generally pisses of Sharyce's causing one to smack you if you use it. (not fun)
1	jogurt, yogurt	11431593	a Swedish way of pronouncing \"yogurt\"
	sam, samantha	7947786	Often misinterpreted as Sexy Attractive Male or something like that. It actually is a shorter version of Samantha or Samuel. Many girl Sam's get frustrated when looking for the definition of Sam, because they're all related to guys, or acronyms. Sam (girl)- super nice and smart. She'll want to get involved with everything. She's probably nerdy, and that's awesome! She's pretty sexy, although she often doesn't even know it. She loves performing arts (acting, instruments, singing), and she's pretty good at it. She loves hugs, and will hug anyone (but especially her partner ;)) She's also really funny and kind to strangers (unless they piss her off, then all hell breaks loose) Sam (guy)- everyone seems to know this guy, because he's really nice. He gives the best hugs ever, and will give a hug to anyone who asks. He's super sophisticated, and smart, and so easy to be friends & laugh with. Everyone either has or had a crush on him at some point, and he's extremely good at performing arts (instruments, singing, acting)
	shahinian, defined	5419478	(n.) a bigger noob than the word defined \"Serkis\". Anyone referred to as a Shahinian is reflecting the uttermost disgust and lack of skill existent in the universe. Stephen Hawkings identified Shahinians as a parralell galaxy in which being a huge fatter noob than any other galaxy; this port to another dimension is accessed upon becoming the biggest noob with lacking skills in any activity they divulge their efforts into. Shahinians are located primarily in Toronto, Ontario; colors of Shahianians are Orange/red/with pubic colors of Orange or dark black. (V.) These creatures will suck the time and life out of your day and will always carry ample supplies of granola bars in their cupboards.
	ewn, the	5970519	A typo of the word 'own' in which the typist is typing on a Dvorak keyboard instead of the traditional QWERTY.The words 'pwn' and 'pwned' became very popular \"leet\" ways of exclaiming how one has bested an opponent in some manner on the internet. This is due to the fact that 'pwn' is a typo of the word 'own' where the typist accidentally typed the letter 'p' instead of 'o' due to the 'p's placement to the right of the 'o' on the QWERTY keyboard.Similarly, if one were to type the letter directly to the right of 'o' on a Dvorak keyboard, the resulting letter would be an 'e'. Thus the typo 'ewn' is born.Most likely never an actual typo, rather a purposeful mistake used to make people ask the typist how they could have typed 'ewn' when they meant 'own' thus allowing the typist to go into an explanation as to why they use the Dvorak keyboard. This, in most cases, will make the Dvorak typist feel very smug and superior.
	wheren, both	8189941	Contraction of \"where\" and \"when\", for people too lazy, or possibly too busy, to type out both, and a conjunction.
	spysheriff, google	6920489	SpySheriff is malware that disguises itself as anti-virus software and targets Windows 95, Windows 98, Windows 2000, Windows ME, Windows NT and Windows XP. It bombards an infected computer with false warnings and urges the victim to buy now. It locks Internet Explorer to prevent so called \"severe malware\" from infecting the computer and also locks System Restore to prevent the compromised computer from using normal procedures to protect itself. It is also considered to be extemely difficult to remove because it will reinstall itself. Adware Sheriff, Pest Trap, SpywareNo, Spylocked, SpywareQuake, SpyTrooper, Spydawn, AntiVirGear, Brave Sentry, System Security, SpywareStrike, SpyShredder, Alpha Cleaner, SpyBot SpyMarshal, and SpyAxe are clones of SpySheriff. No matter what it may do to your PC DO NOT UNDER ANY CIRCUMSTANCES, GIVE ANY INFORMATION TO THESE FUCKING SCAMMERS!!!!!!!!! It infects a computer by going on websites such as spysheriff.com and goggle.com; as of 2009, both of these websites were said to be defunct (This is not the case). Goggle.com (a typo of google.com) and spysheriff2009.webs.com are running. WARNING: DO NOT GO TO THESE WEBSITES UNLESS YOU WANT TO DESTROY YOUR COMPUTER AND GET SCAMMED!!! BROWSE AT YOUR OWN RISK!!!
	quagna, feui	2830574	a form of time where random dancing/busting a move is needed; it takes on any form of the verb feui feui(see feui feui)
	hi, saying	10564968	The shorter version of saying Hello.
1	ocer, over	11944669	\"Ocer\" is typed on accident when someone is trying to type over, but fails miserably.
