label	pair	defid	definition
	swooft, swift	425864	A sarcastic way of saying swift, as in small and intellegent.
	lwypyp, lol	1481895	lwypyp means \"laugh while you pee your pants\" it is another way of saying lol or \"laugh out loud\"
	boobys, boobs	4096250	Another word for boobs of breasts of a woman
	phlarg, fuck	2682428	Phlarg: Another word for \"Fuck\", but slightly more acceptable.
	knob, newb	369153	Similar to the word newb, or newbie. Used in online chats, specifically gaming chat rooms.
	obsactly, exactly	11703396	A combination of the word exactly and obviously. Increasingly coming to use starting in 2015. When an answer is obvious (obviously) and correct (exactly), this word can be used.
	yock, um	4164455	Another word for um hairy boy
	hensicle, darn	2552855	1. A frozen hen with rainbow feathers and a crooked beak 2. another word for darn, cool, or crapsticks.
	sped, speed	551973	Txt version of the word \"speed\", as used by Tom Cruise in the follow up to Top Gun (\"Tp Gn 2\")
	meijer, he	1409947	a male's descreet way of saying he needs to go jerk off (a female's is \"wal-mart\")
	pibling, niblings	5134189	a gender neutral term for aunt or uncle, based on the phrase \"parent's sibling.\" generally used collectively, as a term for aunts and uncles together, similar to the word niblings for nieces and nephews together.My brothers and sisters are my siblings. My aunts and uncles are my piblings.
	dugan, people	4796325	Another word for people with no necks
	trash, crap	7682179	A better way to say crap.
	zub, nub	2661977	Derivation of the word 'nub', which itself is a derivation of the word 'noob'. Someone who is a complete and utter example of what NOT to be. This could be someone who exhibits horrid, distastefully bad skills, or a lack thereof, at something OR someone who has a very dorky loser-like appearance.
	dedlee, deadly	300404	Adjective describing something of an impressive nature. Originally a corruption of the word deadly, the word dedlee now stands alone as a positive descriptor, used to emphasize nouns in an emotive manner. Commonly used to describe very entertaining matches in Starcraft, a game of rugby involving the Cronulla Sharks, or a dragon, eg Trogdor.
	indoid, indeed	250824	Accented form of the word \"indeed\". Used in a humourous or hilarious context in conjunction with other words such as \"suckers\" and \"ass\". A superlative form \"indoidly\" also exists.
	fuckspeak, as	5072356	American English dialect in which the word fuck is employed frequently, forcefully and creatively. Practitioners of this style pride themselves on being able to use variations of \"fuck\" as a noun (either proper and common), a verb, an adjective, or an adverb. The gold standard of Fuckspeak is to be able to use variations of the word as the subject, predicate and object in the same sentence.The origins of Fuckspeak are uncertain. Anthropologists contend that the frequency with which Fuckspeak is used in conjunction with a Northern New Jersey accent indicates that Fuckspeak originated in or around the Newark, NJ metropolitan area with a native tribe called the Fuckowies. Linguists contend that the frequent use of Fuckspeak as an instrument of verbal aggression strongly suggests that it originated in the Bronx among New York Yankees Fans, as a way of denigrating other baseball teams, particularly the Mets, Dodgers, and especially the Red Sox.Fuckspeak is often heard in movies and television shows set in the Northern New Jersey and Greater New York City metropolitan areas. Screen writers and directors employ Fuckspeak to give their productions a air of realism and local color. Productions notable for their use of Fuckspeak include almost every movie made by Martin Scorcese, the HBO series The Sopranos, and almost any movie starring Joe Pesci or Danny DeVito.
	yaka-taca, pussy	6218614	is another word for pussy
	deox, cool	3786704	another word for \"cool\" or \"awesome\". typically more socially acceptable while under the effects of marijuana.
	splifta, splif	149082	another word for splif
	flam, a	3300660	another word for a chickenhead chick.
	bull, bro	3815011	another word for bro, dude, friend or comrade.
	slangtang, is	2513094	First known usage at Earlham College, Richmond, IN in the middle 1990's; slang tang refers to the state of being so incredibly crunk, as to have reached, \"the other level.\" The word is derived from Wayne Smith's \"Under Mi Sleng Teng\" which can be found, among other places on the Big Blunts - 12 Smokin' Reggae Hits compilation album. Variants include chang clannged; doobklanged, shitklanged, etc... In conversation, the length of the word is directly correlated with just how slangtanged you or someone else is or was.
	whatchuthank?!, duh	4078693	another word for \"duh\" or \"thought chu knew!\". Basically a word made up by some leadership students at Capuchino High School. Became really known around campus through posters and also became part of a cheer for Varsity Volleyball players.
	chickfy, milfy	946235	1. Borderline hot and cute 2. Defintely hot with beer googles 3. Another word for milfy but for younger chicks
	chill-lax, relax	4856039	Similar to the word relax, but it means mainly to chill out. It is used even when someone really is chill-laxingAlso is used as a nicer way to get someone to shut up
	flossed, flaw	6152268	The past tense of the word \"flaw\", which is an adjective used to describe a person who just bailed, or frequently bails, on commitments. This especially applies to flaking out on social plans, such as going to clubs, theme parks, the movies, concerts, and going on dates.If someone was flaw to you, they flossed you.
	bullshitastic, bullshit	6700576	A sarcastic way of saying bullshit, as in saying \"bullshit, fantastic!\" Usually used alone as an exclamation after the occurrence of a negative or disagreeable event.
	pisskers, cock	130123	A Childish way of saying Cock
	yurben, it	352037	Root: Yur. Basically means yes, but TEN TIMES COOLER WAY OF SAYING IT! Also, only used for cool situations.
	scrub, scrub	8138642	The meaning of the word \"scrub\" is a guy who is really tall with blonde hair and blue eyes. His name either starts with M or ends with L. Seems to be very flirtatious and has a very good personality. Also does participate in extracurricular activities. Some may consider him as a wimp or a chump.
	nb, nigger	3673242	Abbreviation for Nigger Blood. Way of saying Nigger Blood without drawing ire, or ramifications of Political Correctness. Reference to Black people who are free loaders, non hard working, blames others for their problems, abusive to women, driven by anger and stereotypical of negative attributes of Black people.
1	nucky, buddy	6214552	Another way to say buddy, pal, homie etc.Invented by Don Scadeech (aka. Scadeech or Scadeechy) from Philly.
	pav, a	1944145	simply, another word for a woman's vagina.
	futch, fuck	202126	A word used only to describe the amazing shittyness of the dregs of our society today. Also a mixture of the word Fuck and Bitch, so you can have one word to use if you change your mind in the middle of the word fuck.
	ayya, sir	8332655	Once used by Tamils to address their fathers Ayya. But they've somehow stopped doing so in modern times. Now, it's liken to the word sir. Only to address elder and/or powerful. Sometimes spelt aiya or ayyaa depending on emphasis on pronunciation.
	chiven, chicken	1677476	another word for chicken. originated in the cute little state of rhode island by two bored college kids.
	fashugadale, fasho	1532246	the hip way of saying fasho.
	belgiumish, your	2142987	The incorrect way of spelling belgiumise , which is the incorrect way of saying your belgian (but its cool so who cares)
	earloids, hearing	12609835	another word for hearing aids
	earloids, hearing	12530923	another word for hearing aids, slang
	funnay, funny	5511488	This is a mispronunciation of the word \"funny.\" It is used mainly by trendy fucks that are trying way too hard to be cool. These are the same fools that use abbreviations like \"lol\" and \"wtf\" in everyday spoken conversation.
	felisha, bitch	11480768	A inappropriate way of saying bitch.
	mehole, butthole	12929427	another word for butthole but better
	hayurr, hair	4802864	A different way of saying \"hair.\"
	kabbalah, reaching	12772924	KA=spirit, and BA=soul in ancient egypt, and allah= god, so ka-ba-lah is the union of spirit and soul with the mind of god or a way of saying reaching enlightenment or the buddha/christ mind
	strong, attractive	2053102	an vernacular development of the word \"attractive\". Should be pronounced strowng
	pizzowned, pwned	647590	New-age version of the word \"pwned\" which comes from the word \"owned\" meaning to win against someone, with ease. Now, there is \"owned\" with \"pwned\" and a bit of pizza goodness on the side. Hence, \"pizzowned\".
	hønefoss, fitte	3418333	Hønefoss is Norwegian for having violently squirting menstruation. \"Høne\" is another word for \"fitte\" (cunt). \"Foss\" means \"waterfall\".
	heavalized, heavy	7081742	A combination of the word 'heavy' and 'virtualized'. Used to shorten a discussion with high-level IT executives for the purpose of sounding fancy.
	queerosexual, fag	251078	Just another way of saying \"Fag.\"
	zelafay, to	6513081	Zelafay can mean what you want it too mean, it's sheer velocity of magnitude greatness allows the speaker of the word to utter it with the intentions of a pure man and with the definition as only they see fit; and most importantly it gives them power, power beyond comprehension. Beware though not any man can utter the word they must be chosen to utter this gift for now there is only one, but perhaps soon one day you too can utter it.
	stff, stuff	4130824	abbriviation for the word stuff often used in instant messagin and txt messages
	shaxl, funky	1170431	The cyphered output of the word funky through rot13 (see rot13.com)
	mamasota, responsibility	2587875	A metaphor for any state in America ( in this case the literal Minnesota)that makes it conducive for women and single mothers to have children without any form of social consequences, oversight, or the opinions of the fathers that reluctantly get sucked into the \"I wasn't taking MY pill--I thought you knew,\" debate. Mamasota produces humans who fill the ranks of the police state, the National Guard and other military and police forces, because the irrational fears of the mothers, who do not live lives of consequence based reality, are transferred onto children,, and those fears become a mantra that the children produced in such a climate assimilate, and also believe is reality. However, these children also ensure the maintainance of all of the lower tier manual labor jobs, and also fill the prison systems, because of the quality of \"parenting\" they get from \"single mothers\" and their enablers. This state produces National Guardsmen and Police who march off to illegal, unjustified wars overseas ( such as Iraq) in order to protect God, MOTHER, and Cuntry. Crucial to the formation of a Mammasota are the necessary components of: 1) polarized dichotomous social forces of rigid, or \"rational\" religious right wing social control and \"irrational\" victimology based left wing beaureaucratic socialism 2) a stagnant economy in need of low wage workers to fulfill low wage tasks; these workers willingly produced by single mothers, with the complete collusion of the welfare state, CPS, and the judicial system, which views children as property. Property ( possession is 9/10's of the law) in this case is proprietary first tio the mother, regardless of the father, and proprietary second to the state, which has legally maneuvered over the centuroes to steal the children from the father; et al. 3)propaganda campaigns that lay the entire responsibility for womens poor procreation choices at the feet of men--most often lower income, under educated men, who are produced by the self replicating mechanism of single mother households. 4)right wing and queer feminist agendas that demonize men and iconize women, despite rising evidence of women as child molesters, abusers, and the known facts of women as domestic violence perpetrators. 5) Social mechanisms that ensure poor birth control options for men, and worse social mechanisms that encourage womens full range of procreative choices at the expense of men, and eventually, at the expense of children. 6) reliance on the uotdated \"Tender Years Doctrine\" , a legal notion that is enshrined in Minnesota law and politics that holds that men are incapable of dealing with children, and women are the best caregivers from birth. Also a doctrine that ensures primary proprietary rights to mothers. 7) absolute obfuscation of the meaning of the word \"responsibility\" for sex education, birth control, and other options that could protect men from the predation of baby farmers*, primarily because same men are raised primarily by women and welfare state enablers who ensure weak or absent male choice with lopsided legislation, and the ideology of victimology implanted in boys by same women.
	lel, it	11385862	LEL is an abbreviation for laugh even louder, laugh extremely loud, or laugh extra loud, etc. It was invented for people on the internet not to be the same as everyone who said Lol Lel is just another way to say it.
	deagle, it	407676	A very powerful handgun that fires the bigger calibur bullets. The gay Counterstrike way to say it. Most popular in .50 Calibur. It is a one shot wonder. The recoil on this gun is amazing, but so is the stoping power. If you hit some1 with this gun, they will drop. If not, well your fucked.
	omanko, vagina	2591371	Japanese term for pussy. It is not the most polite way to say vagina. Pronounced oh-mon-koe
	flintook, cat	3106159	A synonym for the word \"cat\".
	focking, fucking	5540819	a substitute for the word 'fucking' which will not set off work place filters;intensifier, very colloquial;
	heterotastic, fucking	1826165	Rudely used as a form of derision in place of wonderful or great. Often has the addition of the word \"fucking\" between the syllables for additional emphasis.
	cabolies, a	6923777	Another word for a term of excitement when used in the \"HOLY #$%%!\" context.
	octqur, awkward	1410297	A miss spelling for the word Awkward
