label	pair	defid	definition
	gnarshmallow, gnarly	4968337	a version of the word gnarly: also a word used in substitute to patronize or insult intelligence of fags who say \"gnar: an over exaggerated word to describe the level of \"gnarlyness\"
	funk, fuck	3575801	to make love, have sex or fuck. not just any substitute for the word fuck, but a euphemism for sexin' and sexin' solely. Used most amusingly when watching a movie or a television show and calling out a couple who are just kissing.
	funk, fuck	1818813	a substitute for the word fuck say funk *blank* if you are in the precence of women, childeren or parents
	stupod, stupid	1134659	A different pronunication of the word stupid. Originally a pronunication of stupid by Dexter in Dexter's Labratory. He repeats \"you are stupod, you are stupod\" many times.
	ippy, trippy	3704503	1.) Ippy is another way of saying trippy. Only it's a less tweaked and more spaced-out, and awkwardly neurotic feeling like your outta place. 2.) Messed up. Weird.
	tomarrow, tomorrow	2583702	An increasingly common spelling mistake. The bastardization of the word \"tomorrow\". Using this spelling of the word you learned in third grade shows that, indeed, you still belong in the third grade.
	tomarrow, tomorrow	5149967	the dumbass version of the word tomorrow normally used online
	p'wned, owned	1467809	Intentional or unintentional misspelling of the word \"owned\". It is used primarily as an exclaimation by those that bear witness to someone getting put down or abused to a degree that the victim is humiliated.
1	p'wned, owned	1465698	p'wned, also see owned. To p'wn is to own someone although it has a more elevated level making the statement more harsh. This word came around after an accidental typo of the word 'owned' and has since embedded itself into our online language.
	smofroflol, lolpronounced	4105323	a funny or over excited way of saying lolpronounced ( smof- rof - lol)usually spoken twice
	sneiks, talk	3104143	A word which is used in Norway to say talk to you later. \"Snakkes\" is the Norwegian word, and is kind of similar. It is common to end unofficial messages (such as texts and instant messaging) with the word \"sneiks\". The word can also be used verbally to end a conversation. After the movie \"Snakes on a Plane\" it became popular to use differnt twists of this word such as \"Sneiks on a Plane to Bermuda\" (very dry humor).
	minor, fine	3657382	A way of saying fine; no problem.
	kepyas, vagina	539667	another word for vagina salitang skuwater na ibig sabihin ay pekpek
	click, getting	5014973	A clit lick.The equivalent of a blow job for girls.Another way to say getting head, getting face, being eaten out, for women since it combines \"clit + lick\" into click.
	awesomeriffic, awesome	2926064	The greatest form of the word awesome and teriffic.
	awesomeriffic, awesome	2926063	The greatest form of the word awesome and teriffic.
	fapper, fap	5310667	This is another usage of the word \"fap\", which means to masturbate. There are three distinct levels of fapping. A Fapper is someone who spends a part his day fapping. The Fapper probably faps at least twice a day. Of the three levels of fapping, a Fapper is the lowest level. This is a person you should avoid shaking the hand of some of the time.
	elaborate, gay	2453556	a nice way of saying gay
0	hobola, hobo	3322353	A derivative of the word hobo meaning a homeless person who bowls and eats large quantities of chicken noodle soup.
1	azzizle, ass	3654878	The new gangster way of saying \"ass\", commonly used by gangster kids everywhere. Including the ones that think they're gangster when they really aren't, but just try to prove themselves otherwise while epically failing.
1	sped, speed	551973	Txt version of the word \"speed\", as used by Tom Cruise in the follow up to Top Gun (\"Tp Gn 2\")
	certitude, certainty	7574860	The scientific version of the word certainty
	everythink, impossible	5217732	It is the arch enemy of the word impossible. It is used by free thinkers to say nothing is impossible. It is a bit hard to grasp for the unthinking majority.
	woned, woned	2322416	The history of the word Woned Spans Thousands Of Years, to befre the age of Jesus of Nazareth. Judeans used to use this word to describe things with huge genetailia, or Inbred looking Faces.
	howeva, however	742851	Stephen A. Smith's the ABC/ESPN Analyst way of saying \"however\"
	lates, goodbye	4336593	Probably the coolest way to say goodbye
	lates, goodbye	61686	A chill way to say goodbye for those who are to lazy to finish the word Later.
	ignant, ignorant	5275654	A slang term short for the word ignorant commonly used by black youth. The term is almost always misused and is synonymous with the words dumb and stupid rather than actually meaning ignorant. I most cases, it is preceded by the words 'yo' and/or 'mad.'
	ignant, ignorant	944201	It is an abbreviation of the word ignorant.
	ignant, ignorant	7245995	An abbreviated form of the word \"ignorant\" -adjective1. Lacking in knowledge or training; unlearned: an ignant or ignorant man.2. Lacking knowledge or information as to a particular subject or fact: ignant of quantum physics3. Uninformed; unaware4. Due to or showing lack of knowledge or training: an ignant statement
	ignant, ignorant	8095387	The ignorant way of saying ignorant. Misspelling it purposely shows the added ignorance and irony.
	ignant, ignorant	867423	The ignorant way of saying ignorant
	floo, fuck	1563170	An uncommon way of saying fuck.
	sheeshing, smoking	8613914	Another word for smoking hookah, mostly used in and probably originated in santee, California.
0	shawiggapop, something	2343898	A better way of saying something is cool! made by David! and Matt Welsh??
1	longy, long-cock	12383684	The short way to say long-cock. Contrary to popular belief, a long-cock is not someone with a large penis, but an \"uncool\" follower of protocol, or someone who never breaks the rules. In the first-person war game Arma 3, there are many examples of longies such as Ignis, Dante Fluery, and Deadpool.
	poncho, condom	9486157	Another word for condom
	slub, slub	6128318	Slub is the word to a girl who is slutty and chubby.Slubby is the adjective form of the word slub.
	droogha, droog	2808681	Meaning freind, it is a combination of the word \"droog,\" (found in clockwork orange meaning freind) and the workd mija. Coined in NM.
	jus', just	222184	Cool way to say 'just'.
	paithc, paitch	1236836	The mispelled form of the word Paitch.
	surry, sorry	3547957	A cooler, more hip version of the word \"sorry\".
	bi, bitch	1094913	short term for the word bitch
	damn, damn	938624	1. Damn is a word that defines a annoyed expresion. 2.another word for damn is dang, and fuck.
	damn, damn	4825081	when someone gets on your nerves so bad,u say the word damn.u can also use this word when sumthin that u wanted 2 happened,but took the wrong turn
	sphincterific, something	1579984	A sarcastic way of saying something is not so good.
1	trog, fuel	4468341	Another word for fuel, ie diesel, petrol, gas
	nagada, saying	6520540	Another word for saying \"No\"
	glazed, roasted	2701651	Another word for Roasted or Juiced
	bidiot, idiot	6272391	The show works up three freaking months just to censor the word \"bitch\" but so far they've only gotten to \"b\". So they would censor that whenever it comes along. Of course some fearers outsiders and overprotecteds fear to say the word \"idiot\" so they're final (and possibly first) loophole is \"Bidiot\". But they would censor the \"b\" so they would think they would say \"fucking idiot\" due to the sound of \"*idiot\".
	emolezzier, emo	948864	A mixture of the word \"emo\" and \"lesbian/lezzie\". Meaning, an emo lesbian.
	merkin, vagina	2208644	another word for vagina wig.
1	cola, coke	940093	Another word for coke...the drug
	okies, okay	542484	A less formal way of saying Okay. It is given as a cheerful, bright... less intimidating response. It is also more used online rather than irl.
	okies, okay	788351	A word deriving from the English word Okay. Many gay people use this form of the word \"okay\" just to put more emphasis on their homosexuality. Girls use it too. They are often activists for homosexuals.
	sockology, strum	1488706	The study of giving sock or sock like properties to an object or person. Objects with these sock like properties are identified with the use of the word strum on the end of the word. (Derived from the superhero Leibstrom)
	kunted, cunt	2565371	A slang term for the cussing bastardisation of word kunt. An ephemeral use of the word cunt in a frustrated, disappointing or casual fashion.
