label	pair	defid	definition
	steller, cool	1300476	steller is another form of the word cool
	steller, cool	4458508	Another word for cool, used by the people who are the REAL cool ones.
0	pank, can	4372446	Much like the word \"cop\" used to describe the act of \"copping out\"; to \"pank out\" is to blow off responsibility or the calling to hang out with your friends for a lesser reason.Pronounced like \"spank\" without the \"s\"The origin of the word can be traced to a very small town in North-West Wisconsin
	chowder, sperm	1992664	Another word for sperm.
	homophoipce, homophobe	204980	A word made my a member of the OCR forums, formerly Kenshin Hemura, but now properly known as The Berserk Fury. It is a corruption of the word \"homophobe\", but clearly a mispelling of the word, but the intended meaning was a butchering of the two concepts: \"Homophobe\" and \"Homosexual\". It is only certain by the creator of such term.
1	bootychatter, bullshit	9377012	Another word for Bullshit. Booty meaning nasty and Chatter meaning nonsense/talking.
0	shitski, shit	2631635	A word invented by an barnsley boy who has an obsesion with russians. it is just another word for shit
	mofugly, someone	965923	Politically correct way to say someone is ugly beyond reason. Word commonly used when Aunt Gerdie who is 75 and a Jehova Witness (so you cant definetly noy curse in front of her)gets home with her grandaughter.
	definitely, definitely	291946	Having distinct or certain limits - However, this adverb is OVERUSED by many idiotic twenty-somethings - This can be witnessed time and time again on moronic \"dating\" shows such as, for example, \"Elimidate\" or \"The 5th Wheel\" - Males and females alike are guilty of this bizarrely exagerrated use of the word 'definitely'. It's the 'totally' of the 90s/00s...
	idiotheocracy, theocracy	6670526	A combination of the word Theocracy, religious rule, and the word Idiocracy, rule by stupidity.
	boele, large	6278041	Boele, its another word for large or many.
	sloth, chill	5827079	Adjective - 1. Synonym for the word \"chill\".2. Used interchangeably with \"chill\" in the same context as \"chill\".3. Synonym for the word \"cool\" when used in the phrase \"Cool story bro\".
1	poopsies, oops	833694	It is a way of saying oops or oopsies. Or what your brain is made of.
	shrotzah, nigger	5968082	Yiddish for the word nigger. Often used as offensive slang toward niggers. Word is great to say directly to a nigger b/c they don't know what it means. Common among Jews.
	mon, mate	8074057	The Salopian way of saying 'mate'. Short for monner. Also, a 'proper monner' is a stereotypical Salopian lad from the depths of Shropshire.
	mon, mate	193209	informal way of saying mate
	shatta, gangsta	4303249	A Jamaican slang... it's another word for gangsta
	shades, shady	5783207	1. (noun) A pair of sunglasses2. (adjective) a word used to describe an act that is mean, deceiving, or otherwise messed up, or \"shady.\" it is basically a derivative of the word shady when used as an adjective.
	priey, *pretty*	9952390	Way of saying *pretty* without sounding posh/ more informal way of saying pretty
1	vividity, vivid	3730774	the noun version of the word vivid also, a fun word to say
	voreegs, butt	5934663	The Armenian word for \"Butts\". This is a cute way of saying butt in Armenian. Generally used in the household. The singular term is voreeg www.iHeartVoreegs.com
	bro-ho, ho-bro	4154514	a shorter and witty (and stoner) way to say bros before hoes, the word bro-ho is used as a noun.*special note* the antonym of the word ho-bro
	fude, foodie	9377495	A pronunciation respelling of the word foodie; a person who has an ardent or refined interest in food and alcoholic beverages; a person keenly interested in food, especially in eating or cooking
	awver, over	3973487	to over- in the context of over-nighting, or pulling off an overnighter - to stay up all night working awver is a mix of the word over and the arabic form of a verb, for it to fit within an english or an arabic sentence (view examples below)
	banteb, banter	4975993	BantebAn evolved form of banter. It is often thought to have stemmed from a single being, often referred to as 'the Banteray'.The phrase began its life as a mistaken corruption of the word banter, thereby creating banter by merly existing, the phrase's banter level have therefore grown exponentially from it's creation.The recursive property of the phrase means that by the year 2013, it is expected that the word itself will no longer be comprehensible by the human mind. Therefore it is paramount that this phrase is only used in situations of extreme banter.
	wonk, know	908893	A secret swear word for pro-spammers on forums that have censorship. Is backwards for the word 'know'. Can be used to replace any other swear word which would otherwise be starred out by the moderators on a forum.
	numpties, numpty	257393	Plural form of the word numpty. If you collect enough together you can form an SWS UK. When correctly abused they will produce oh oh spaghetti ohs which will result in products being not completely ready.
	danielleth, danielle	3929127	The Shakespearian way to say Danielle. Danielleths are usually red headed and resond to the name Danipoo. She is straight, but has been know to make girls fall head over heels for her. The song \"Jamie All Over\" by Mayday Parade is usually associated with her, as she often does the activity in the song very often. Also see: In the Dunes
	fratchle, cool	6456250	Another word for cool or amazing.
	shkizznit, shizznit	1970664	an even more pimp way of saying shizznit which in turn is a way of saying shit... In all actuallity pretty much anyone who adds \"izz\" into a word is actually just choking on a corncob.
	init, melodically	2939675	a chavy way to say melodically \"Isn't it?\"
	brewt, brat	10119010	French way of saying brat. Could also mean : an annoying blonde who keeps nagging although she has everything.
	spacy, spacey	2637054	A crappy version of the word spacey
	stooly, shitty	3858923	adjective or adverb 1. made of or pertaining to feces 2. a nice way of saying shitty, or something is not to one's liking
	abruisive, abusive	2759582	To be physically abusive; i.e., to abruise. Seems to be a malaprop, or caused by a speech impediment, a combination of the word \"abusive\" and \"bruise.\" I heard someone say it on the \"Jerry Springer Show\" today, and then his mother said the exact same word later on when she came out.
1	nigha, nigga	12855980	Alternative way to say nigga. Applies to blacks only.
1	fokea, fuck	5007937	A spanglish term used to describe fornication first coined by Siscarface of the Bronx.a substitute for the word \"fuck\"
0	fokea, fuck	5010325	used in the same context as \"fuck\" or any variation of it. first heard at Westchester county airport in white plains NY. And made famous by Joe and E. it has quickly spread throughout the urban landscape even heard in recent reggeaton songs.can also be said as: fokial, fokeando, fokear, fokiaderas, fokiar or any variation to suit the desired replacement of the word \"fuck\"
	opinon, opinion	12505184	A better way to say opinion
	integrious, integrity	1049089	Adjective useage for the word integrity; descriptor for a person with steadfast adherence to a moral or ethical code of conduct. Noted to have been used in the mid to late 15th century, re-introduced into the English lexicon in 1998 by RAJ and TAW.
0	brosen, sensei	2396946	A young, cool teacher that is easy to hang out with during school. (Commonly treated more as a peer than a teacher) It is found more times than not that teachers despise this name. Comes from a combination of Bro and the first three letters of the word \"sensei\", which means teacher in Japanese.
	zaboomafoo, african	2480574	Another word for african american, used as slang.
	irritz, irritating	5853046	Hawai'ian way of saying irritating.
	fennel, fuck	1422777	1) fennel is another word for a piece of ass 2) fennel can be used in place of the word \"fuck\" 3) fennel is a veggie and seed
	stush, sexy	1425164	Another word for sexy/buff/hot Used in reference to another person Another word for something good
	chehkit, goodbye	2805287	Another way of saying goodbye, peace out, later, bye, peace, ciao
	sissykick, soccer	4183551	Another word for soccer.
	coodle, cuddle	5639503	another word for cuddle
	sluu, slut	2436522	synonym for the word \"slut\". often used when a girl is ugly but still fuckable. the sluttier a girl is the more \"u\"'s are added.
	steven, uncomfortable	9229568	Another word for uncomfortable
	vaytion, starvation	20834	Shortened form of the word \"starvation.\" Most often said when one is expressing extreme hunger. -vayt -vayting -vayter
	buin, noob	4954487	another word for noob
	frisbee, slut	11607161	A girl thats been passed around. Doing the whole team or crew. Another word for slut but in a newer version.
	wondorf, wonder	5953414	to wonder, the silly way of saying wonder
	retard, retarded	11032490	People shouldn't call actual retarded people retarded. That is not politically correct. People have to call them developmentally challenged. People who are called retarded now are people who act stupid. A lot of liberal minded people get pissed off if you call someone retarded. Save your self the trouble and never say the word retarded ever. So you don't have to deal with idiots getting on your ass about not being \"politically correct\". Take the high road because most liberal minded people are not capable of taking the high road.
	asstunnel, asshole	2597372	Noun. An alternate form of the word asshole. Possibly a translation error.
	roomigos, roommates	6073884	A witty and spanglish way of saying roommates who are you're friends. Contraction for roommates and amigos.
0	shupup, shut	3826438	a way to say shut up when you are bored. you say it with a flat tone. also, for people who are picky about language, you say shupup and they cant consider it a bad word cause it isnt. another thing is if someone is really bothering you, you say shupup noob, drawing out the noob.
0	pishers, pishflaps	4512110	A ladies labia and a variation of the word pishflaps, only really used in Scotland but widely used and a well known Scottish word.
	brax, brah	3307700	A more emphatic version of the word brah which is a variation of bro. Known to be combined in series with other x-factor words such as jeax or shix.
	duhzies, duh	6102722	cool form of the word duh.
	touchi, touché	10164927	TouchiFrom Vulgar Latin \"to offend.\"A misspelling of the word touché.Sometimes confused with \"touchy,\" which can make your statement sound inappropriate and may describe you when you realize you've used the word incorrectly.Sometimes used by people who think they are always right.
	thein-win, fail	3713933	A synonym of the word \"fail\". This slang word is reported to be commonly used by gamers in Southeast Asia, hence its obscurity amongst English speakers.
	browena, bro	6986434	(noun) bro-WEE-nah A female bro. The word itself is a combination of the word bro and the name Rowena. Is mainly used when talking to a female bro, it does not work as well in third person.
	yahnton, hello	4090354	a completely awesome way to say \"hello\" to someone
1	thrashed, drunk	6670930	Another word for drunk.
	trudat, ssrite	1445381	(Pronounced: \"True-dat\") 1. Slang for \"True that,\" meaning \"That is true.\"; 2. an affirmation by one bro to another bro on a statement; 3. while perhaps not THE truth, an agreement with a homie's opinion, whether it be a like or dislike; 4. Another version of the word ssrite.
	kobi, kinky	9998801	(NOUN: PERSON: FEMALE) Nickname: Kobs Affiliation: A box of saltines Quite Possibly is a saltine due to how much salt is produced in online games. Any kind of online game causes salt to excrete from the very pours of her skin. Can only calm down when teammates are not (quote) \"Gay, useless, and completely stupid.\" Enjoys the use of the word \"kinky\" in innocent situations. She was jailed at the age of 6 when she played Mario Brothers for the first time and proceeded to burn down the suburb.(VERB: ACTION) To kobi is enter into a state of complete and utter toxicity that causes all sense of reason to leave the user completely. Commonly the verb kobi is used when playing online games. Typically symptoms only occur during gaming however on rare occasions such as annoying movie or book series, the word kobi is applicable. Only known cure to this is dihydrogen monoxide
	shucks, someone	2484748	1.Shucks is a portmanteau of the words \"shit\" and \"fuck\". Instead of saying \"shit-fuck\", you'd say \"shucks\". Way of expressing disappointment without saying something overtly rude. 2.Also a way of saying someone is not very good in bed.
	lollums, lol	3011034	Another way of saying Lol. Possibly more expressive
	ciaoabunga, goodbye	3658994	Used as a friendly greeting or way to say goodbye. To be used in the same context as the word \"Ciao\". A combination of the words \"ciao\" and \"cowabunga\".
	skizzert, stop	2675015	A skizzert is a very powerful way of saying stop talking. When someone is talking and you want them to stop, while they are in the middle of their sentence (after they started to say a word and not at a pause in their sentence) put your hand about 1/2 - 3/4 inches away from their face and say skizzert. When you say skizzert don't say it too fast, or you will skizzert your-self which will be very humiliating for you and you will be laughed at. You should say it at the same speed as you would any other word in a conversation so it seems slick.
	shannon, true	5737431	An indescribable girl that; upon meeting her, truly just makes you want to be a better person. Moments with her are seemingly fleeting yet seem to last forever, her presence is likely to bring you a sense of companionship not previously experienced. Shannon's are usually followed by an array of talents- ranging from musical to the pure nerdy. A knack for facts about nothing and a love for Final Fantasy becomes key in a Shannon's personality. Her appearance is also known to be instantly attract those of the opposite sex, a Shannon's beauty can only be described by the accompaniment of the word \"true\".
	meester, mister	5013540	An absolute slaughter of the word Mister. Usually used in an conjunction with a normal name; once used, nicknames ensue.
