label	pair	defid	definition
	surfboardt, surfboard	7571675	Another spelling of the word surfboard as pronounced surfbort in beyonces Drunk In Love song.
	smatr, smart	2640245	An intentional mispelling of the word smart. It is typically used while gaming online to sarcastically refer to someone as smart after they commit an act of extreme dumbassery. Use in conjunction with bad grammar to enhance its effectiveness.
	fyin, fine	1341464	meaning: 1. better than cute 2. another way of saying fine in slang terms
1	grostholomwusous, um	539135	Another way of saying um...
	naharg, duh	4482506	A way of saying duh but in the act of looking like a retard while but its making the other person realize hes retarded.
	led, mate	852125	LED is another way of saying MATE or DUDE.
	wessup, wassup	6463856	An Atlanta way of saying \"wassup\" or \"what's going on. Also a word used in excitement, typically used in Atlanta.
	a-cew-stick, acoustic	3482051	1) A term used to attract people to acoustic shows because it seems some how more enticing. 2) A common mis-spelling of the word 'acoustic' refering to the acoustic guitar or acoustic type of music.
	palin, whore	3455669	An alternate spelling of the word whore.
	frinnie, friend	1628517	Another way of saying friend
	t3ns, and	2989990	A another way of saying and writing the word 'thanks.' It's commonly used by people who cannot pronounce the word 'thanks' correctly due to speech impairment or by cool people.
	chunjs, chunks	1099745	A purposeful mispelling of the word \"chunks\". In the MMORPG Aspereta, the player Xain made a typo once and accidentally said, \"I 'm so fat, I have chunjs on my legs\" instead of \"I'm so fat, I have chunks on my legs\". He began to use \"chunjs\" instead of \"chunks\", and soon the entire game was saying it even though they didn't know where it came from.
	wrond, wrong	2375110	common mispelling of the word wrong.
0	maholla, thank	1719386	It's another way of saying Thank You & Holla back @ me @ the same time.
	carruchita, carrucha	11904628	Carruchita is another way of saying carrucha ... it's just basically a Spanish slang of saying car in Spanish,used by cholos :)
	retarted, retard	5019815	The wrong spelling of the word Retard. Ironically, calling someone a retard and misspelling the word, actually makes the accuser a retard. Retarted is not a word, Retard is. Don't make yourself look retarded, by misspelling the word retard.Commonly used by dumb ass YouTube commenter's, and dumb whores on facebook.
	violents, violence	5123711	1. The new spelling of the word Violence
	peazle, goodbye	1693954	A way of saying \"goodbye\" or \"see you later\"
	sqobe, skeet	1099156	Another way of saying skeet - the hardcore version.
1	coolios, cool	2917943	Another way of saying cool but sounding like cherios haha
	bebe, baby	658798	Another way of saying baby to your baby
	englesia, church	4840195	1. the name of an awesome person. 2. mis-spelling of the word church in spanish (iglesia) 3. what you call an awesome person.
	j00z, jews	1998094	Alternate spelling of the word \"Jews\".
	testiclette, testicle	3041035	1.) A uniquely small, but cute testicle. 2.) Another way of saying testicle. Sometimes pronounced with a french flare where it is pronounced more like, \"tes-tee-clay\".
	thanxz, thanks	4839780	Another way of saying \"thanks\"
	kayzee, crazy	3313446	Another way of saying crazy; a state of being high and careless or a word to describe your high or awesome state of mind
	errt, hello	5373539	once meant to show retardedness, now a way of saying hello to a friend.
	seeza, stupid	9270808	Another way of saying stupid
	nubby, noob	1914085	Another way of saying Noob, meaning a new and inexperienced player. This is a frequently used insult in MMO games and Online First person shooters
	ffi, freshie	5072332	Fresh From Indiaanother way of saying freshie lol
	bullmore, bullshit	9628856	A way of saying bullshit without the use of profanity. Similar to unbelievable but with more of an emphasis on a person's anger or distaste.
	stram, smart	1517919	Smart, but not brilliant. Considered a common online mispelling of the word smart.
	nrrr, most	3781331	The word used when no other word seems appropriate. The correct spelling of the word most popularly searched under as Nerr It's the odd, unneccesary spelling that makes that word oh so lovable.
	trvp, trap	9251766	the ratchet spelling of the word trap. commonly used by teenagers who can't type in a normal fucking \"a\"
	nop, no	1231493	Another way of saying \"NO\". It is just used alone, when replying to someone. Commonly used in instant messengers. Its \"o\" is pronounced like in \"go\"
	pimptanktage, cool	2667236	A random word made up by a canadian dude named kevin, simply another way of saying 'cool' but its a longer and more interesting word, which shows that the person wants to give off the feeling of this is not just 'cool' its more then cool.
	bekii, becky	2778127	Another way of saying \"Becky\" also used to describe a short haired brunette with glasses and ADD
1	krab, crab	381629	Mispelling of the word crab.
	frying, something	8185389	Something cool. You use this word when something was good, nice , etc. You can use it for when you had a good time. ; Another way of saying something was turnt.
	scene, cool	1005259	1. A term to define hardcore and metalcore kids, mainly around demographics of 24 years old and under. These are the same kids who may be considered fashioncore, emo, hXc and etc. with their tight jeans as well long shags blindfolding their eyes. 2. A way of saying \"cool\" in definition #1's very perspective of relevance. It's used to express approval/acceptance usual to a scene kid by a scene kid.
	lesdyxic, dyslexic	1754845	n. Alternate spelling of the word \"dyslexic.\" Used mostly by people with dyslexia.
	pokeman, pokémon	4403390	A misspelling of the word \"Pokémon\" that is common among older North American adults that did not grow up with video games, anime, and Japanese electronics.Also a meme popularized by a picture of one cat holding a Game Boy Advance with a game slotted in, and telling another cat to \"let me show you my pokemans\".
	logis, logic	3232146	1. An unforgivable, albeit hilarious, misspelling of the word logic. 2. Also a pretty good name for a domestic cat.
	kay2wice, kay	7432656	Kay 2wice is just another way of saying Kay Kay. Usually one of the smartest girls you'll meet who's been through more than you can tell from the smile always on her face. She's gorgeous and beautiful in others eyes and is always told so but isn't very convinced. Whether she realizes it or not a lot of the guys have a thing for her. Kaykays are also highly successful
	frek, freak	2452942	Frek is a commonly mispelling of the word 'Freak' used to describe a retarded, abnormal human being. Even though it is a mispelling, it can also be used to describe someone as a Freak, even though it makes you sound like a frek.
1	shoot, bye	1092080	a way of saying bye. ex. paece, later, late, aloha, etc. SHOOT!
	tarped, trapped	2842479	A misspelling of the word \"trapped\", often used in online RPG-games. This occurs when the player can't move in any direction, mostly because objects or other players are blocking his way.
	throwgn, courtesy	4056078	To become high with a hint of drunk without the use of drugs, alcohol, and or any intoxicants. The past tense form is throwgnd. Creation and definition compliments of Adam and spelling of the word courtesy of Juno.
1	hard, right	4981677	hard ususally is a way of saying \"right\" or \"totally\". Also it can be a sacastic way of saying something.
	id10t, idiot	197432	1. n. A computer error that was actually caused by the computer user. 2. n. The user of a computer who is too moronic to actually use a computer. 3. n. An alpha-numeric spelling of the word idiot.
	envigorating, invigorating	3245863	A common misspelling of the word invigorating.
	trizzie, threesome	1488233	Another way of saying threesome, but this sounds cooler. When 3 people have sex together, (2 guys and 1 girl, or 1 guy and 2 girls)
	weaboo, weeaboo	2108744	A misspelling of the word 'weeaboo'
	streme, stream	5730397	A flow of digital information. A variant of the word stream, but used exclusively to refer to digital information. Also found in old English as an early spelling of the word stream.
1	breasticlay, breast	2480979	Another way of saying breast.
	origonal, original	6011947	Little is known about the etymology of this word, some say it is simply a miss-spelling of the word \"original\", other beleive that the word itself is original, being spelt \"origonal\". some even use it to describe somthing that is of the state Oregon, as in \"that is so Origonal\". you may beleive the last definition is also spelt incorrectly, but take into consideration the state of education in Oregon.
	funbo, funboy	2213583	The art of drawing upon a friend, with a permanent marker, who has passed out from excess alcohol consumption. Rude words and male genitalia pointing towards the mouth are frequently used. Funbo is derived from an incomplete spelling of the word Funboy upon the forehead. The only rule is that you may not funbo someone you currently live with. All outsiders are fair game.
	swaish, sweet	2132725	Another way of saying sweet.
	midieval, medieval	5453517	Incorrect spelling of the word medieval, possibly because the e sounds like a short i.
	spychic, psychic	1513773	Misspelling of the word \"psychic\"
1	fustrated, fustrated	6110624	I come from an upper-class family (almost a hundred acres of sprawling countryside, a house the size of a small mansion, a half dozen vehicles, etc.). I am not as well-off as the rest of my family, but I know for a fact that \"f-u-s-t-r-a-t-e-d\" is the \"original\" spelling of the word \"fustrated\". You'r dictionary definition, which I found to be very insulting, has angered me to no end.
