label	pair	defid	definition
1	quizzle, question	917867	A bastadization of the word 'question'
	emtaf, taffy	6435638	Acronym for a love interest who isn't ready to take on the title and possible expectations that come with Girlfriend. Letters in EMTAF stand for \"Exclusive, More Than A Friend\". Both parties turn down other people's date offers while sailing under the EMTAF flag.Two syllables, pronounced em'-taff: Start with Dorthy's Auntie Em, and end with the first part of the word Taffy. Sleight emphasis on first syllable.
1	lusting, hoeing	11983527	When a guy or girl doesn't ask for love but asks for sexual activity over text. (Another word for hoeing)
	doublespeak, is	1842770	\"I tried pot....but I didn't inhale.\" - Beelzebill Clinton / \"That depends on what the definition of the word is is.\" - Beelzebill Satan KKKlinton
	leotarded, that	4140654	A slightly more PC way to say that someone is incredibly stupid, lacking in intelligence and also intolerably annoying (Credit goes to Dan Savage of The Stranger Seattle's Only Newspaper).
1	nenita, nenabut	1044958	Nenita is a another word for nenaBut a cuter way of saying it
1	pertie, pretty	5435223	A variation of the word pretty, meaning appearing or sounding pleasant.
1	dunkif, fuck	5171225	can be used in place of the word fuck, fucking, and fucker
	glenchley, a	8148555	n. (Australian) another word for a hat-stand, usually of a more extravagant variety. Created because \"hat-stand\" was too boring and pragmatic; glenchley sounding far more sophistocated.
1	knoe, know	241719	1. Another spelling of the word \"know\". 2. To understand, to be informed.
1	madge, cigerette	2639367	another word for cigerette or fag. Came from the word magicstick from the lawn boys limerick
1	gaiy, gay	1932861	wigger's way of saying \"gay.\"
1	chrizzle, christmas	18055	altered form of the word \"christmas\"
1	gsh, cringe	11826638	Another word for cringe
1	zharit, an	5471821	Zharit is another way to say an expensive alarm clock. This idea was made by Vartoosh Sabsyghorme. Only two people can afford this alarm clock. It accasionaly breaks because of its excellency. A common misconception is being a fatass and eating zharitarats kartoshka and kotlet. Psnyaaaaaaazh. Dipkok.
	nach, that	1802929	A nicer way of saying that someone is fat or overweight.
1	stig, stigetto	1808916	Short for the word \"Stigetto\": A ciggarette.
	platformlessness, that	5728635	Way of saying that something uses standardized technologies in a way that a service or product is available for everyone.
1	dut, haha	4501279	An alternative way to say haha. Used in response to something funny.
1	tge, the	4412990	Common misspelling by touchpad phones such as the iPhone of the word \"the,\" never corrected by the iPhone -- proof positive that there is nothing as stupid as a smartphone.
	squonky, wonky	7621332	a funny sounding word. may be used as a synonym for shit or the act of shitting, or as a synonym for the word wonky (meaning wack or defunct)
	troxell, is	10728003	Natural evolution of a T-Rex combined with a Rock Star, The Troxell is the baddest ass rockstar dinosaur ever to roam the planet, annihilating enemies and prey with a single chomp. Modern use of the word is that of a noun, (\"You're such a Troxell\"), a verb, (\"You are Troxing my socks off.\"), and occasionally as a shortened, slang version of the full word, (\"You're such a Trox Star.)
	fishmalk, fish	11693585	A person or character who behaves in a \"random\" or \"wacky\" manner in an attempt at humor, to the annoyance of those around them.The term is believed to have originated from the \"Vamprie: the dark ages\" rulebook for the \"the dark ages\" roleplaying game, as a portmanteau of the word fish (notorious for their wacky/randomness) and Malkavian (a clan notorious for every member being at least partially insane.)
1	pizzimp, pimp	933371	another word for pimp in a differnt language me and shawn christ made up
1	bli-hon, chicks	5376327	another word for chicks,girls,bitches,etc....
	legishater, legislator	7110674	The combination of the word legislator with the word hate(r) to form a new word legishater. A legishater is a legislator who sponsors bills against the poor, people of color, women, and alternate sexual orientations. Usually the bills are mired with hate, greed or just plain stupidity.
1	cheekkin, chicken	5041462	The proper spelling of the word 'chicken'.
	beast, a	1651814	A Beast is another word for a Ganja Spliff or Blunt in the UK.... best to pronounce it in a german accent...Beascht, not Beast. It catches on fast...go on try it.
1	nukalar, nuclear	1557276	A mispronounciation of the word nuclear.used very commonly by President Bush. Also used as an expression towads someone with a lisp or a person who mispronuonces words often
1	plebo, pleb	11466756	See \"pleb\" definition Australian bogans pronunciation of the word \"pleb\". Part derogatory reference to native aboriginal people.Note: word must be said in Australian bogan accent
1	doom, dumass	1941941	<n> shortened version of the word dumass, derived from the alternate pronunciation, doomass.
1	early, good-bye	144748	gangsta way to say \"good-bye\"
	kunt, means	8278979	As opposed to 'Cunt' this version of the word means beautiful and amazing girlWhen a girl is a 'Kunt' she is the best person in the world and is unmatched.A girl who is a 'kunt' is usually perfect and super hotThis is a positive word not to be confused with the derogatory term of 'cunt'Uses in context:Woah that girl is such a huge 'Kunt'woah could she be any KuntierGirl: i love you!!! Guy: i love you too, youre such a Kunt
	poopsecks, anal	4030785	a more exciting variation of the term buttsecks and another humourous way to say anal sex :D
