label	pair	defid	definition
	peaceonelove, goodbye	3512194	The combination of the slang terms peace one and one love. It's a way of saying goodbye and conveys an overall message of good faith. Can be abbreviated as pol, P.O.L, and pc1<3 coined by John Francisco in the summer of 2007.
	peaceonelove, goodbye	3512195	The combination of the slang terms peace one and one love. It's a way of saying goodbye and conveys an overall message of good faith. Can be abbreviated as pol, P.O.L, and pc1<3 coined by John Francisco in the summer of 2007.
	dini-ken, dontknow	1406054	dini-ken means that you dont know somthing it is another way of saying dontknow.
	stick, ak-47	5055510	Another way of saying AK-47. It refers to the rifle's butt end which is made out of wood, hence the term, \"stick\".Mainly used in the south, especially Miami, where it might have originated.
	fraktard, fucktard	4295956	The completely nerdy Battlestar Galactica way of saying \"fucktard\", a fucktard being the commonly angry way of expressing ones stupidity, derived from fucking retard.
	kk, okay	8482795	It is just another way of saying okay so it is not anything fancy
	cumdumbster, cumdumpster	2318367	(n.) - A misspelling of the word cumdumpster.
	doperific, terrific	4517190	The gangsta way of saying terrific.
	teh, the	1771557	common misspelling of the word the
	teh, the	5694702	the intensional misspelling of the word the.
	boatch, biyatch	5324823	Intentional misspelling of the word \"biyatch\" in order to get gullible friends to look it up. But really, the person who says it is just a boatch themselves.
	cralla, high	10944314	Cralla is another way of saying high and/or fully fucked.Like say you just sparked a zoot and you're high, you'd say \"I'm crallaaaaa\". Sometimes if you're so cralla the term is \"fully cralla\".
	lute, loot	1826377	Another mispelling of the word loot, commonly used by online gamers to describe the artifacts/items they found via a quest or defeating monsters.
	downeyriffic, fantastic	2089166	In relation to the actor Robert Downey Jr, it's another way of saying \"fantastic\" or \"really well acted\"
	yargh, yes	3473891	1. a pirate word. 2. a way of saying \"yes\". 3. a pirate's way of saying yes.
	feshu, for	6407188	A term created by the Khani Brothers that is another way of saying for sure.
	flamehead, flamer	128896	another way of saying flamer or openly gay person
	susej, sausage	660478	Another way of saying sausage..... If you spell susej backward you get the word Jesus. Coincidence, I think not.
	poopa, weed	12368814	Poopa is another way of saying weed or marijuana. It's commonly referenced when blunts are used.
	poontaker, roommate	4072106	Noun- Stemming from the Latin root Poonius Tactus, Poontaker is derived from a misspelling of the word \"Roommate\" using the texting application T9. Used in latin and then later seen in old english as Poontankium, a \"Poontaker\" is someone in your house who is very calming to others around them when doing their business, as confirmed by the scholarly and diplomatic lingua franca of Europe.
	potassium, k	5498140	Another way of saying \"K\" in a sassy way on AIM or Facebook.Potassium = K on periodic table
	dota, you	2027085	drunk off their a**. (usually you weren't there to drink.) dota is a way of saying you weren't there to get drunk or wasted which they both mean to be intoxicated. you leave and come back they're drunk or high, ur not. ez az that.
	futt, fuck	2366354	another way of saying fuck
	futt, fuck	3436215	another way of saying fuck, but cleaner.
1	ont, ownt	576459	Originally started by =LORD=, it was a misspelling of the word ownt, which is a synonym for pwnd, owned, and all other gank words. It took immediate liking to all other =LORD= members, and started being used throughout the gaming community. Each =LORD= member has their own version of ont
	mkay, okay	1146807	Another way of saying Okay.
	surfboardt, surfboard	7571675	Another spelling of the word surfboard as pronounced surfbort in beyonces Drunk In Love song.
1	eiler, eviler	443976	1.A mispelling of the word \"Eviler\" 2.Also an English teacher
	harlet, whore	1510410	Harlet is a way of saying whore.
	womxn, woman	12325184	An intentional misspelling of the word woman used by feminists. Of several such misspellings, this is the most common and the least phoenetically coherent.
	egg, gegg	1228411	This is a word wrongly defined by many people. It is actually a misspelling of the word gegg, which means to leap backwards into a hole whilst watching a snail race. It has come to mean a roundish thing commonly laid by a chicken, but this is WRONG!!!!!!!!!!
	automagicly, automagically	2761180	adv. A misspelling of the word automagically. Used by the uneducated who think words like magically end with -cly.
	swajjur, swag	6225978	Another way of saying \"swag\". This was is cooler though, because it's spelt with two \"j's\". Used by most high school idiots who think they have enough to brag about.
	retarted, retard	5019815	The wrong spelling of the word Retard. Ironically, calling someone a retard and misspelling the word, actually makes the accuser a retard. Retarted is not a word, Retard is. Don't make yourself look retarded, by misspelling the word retard.Commonly used by dumb ass YouTube commenter's, and dumb whores on facebook.
	figget, faggot	2854328	An intentional misspelling of the word \"faggot\", primarily in the context of a jocose Italian accent.
	bts, masturbating	5981088	Beat(ing) the sack; another way of saying masturbating.
	laerxz, goodbye	1015240	Def: A way of saying goodbye, mostly when typed. Usually used with messenger programs. Background: Started with later, then lerz, then laerz, then laerxz
	ugtie, ugly	10130299	Ugtie is a way of saying ugly, its used for games that don't allow you to say \"ugly\"
	choramawiki, suck	3568182	Its another way of saying suck my dick. Pronounced as chora-ma-wiki.
	jeje, lol	1852736	another way of saying lol in spain or other hispanic countries. popular or myspace or aim
