label	pair	defid	definition
	testicules, testicles	1171868	A common mis-spelling of the word testicles. Testicles The testicles, known medically as testes (singular testis), are the male generative glands in animals. Male mammals have two testicles, contained within an extension of the abdomen called the scrotum. Between the seminiferous tubules are special cells called interstitial cells (Leydig cells) where testosterone and other androgens are formed. Function Like the ovaries (to which they are homologous), testicles are components of both the reproductive system (being gonads) and the endocrine system (being endocrine glands). The respective functions of the testicles are: - producing sperm (spermatozoa) - producing male sex hormones, of which testosterone is the best known Both functions of the testicle, sperm-forming and endocrine, are under control of gonadotropic hormones produced by the anterior pituitary: - luteinizing hormone (LH) - follicle-stimulating hormone (FSH) Structure Under a tough fibrous shell, the tunica albuginea, the testis contains very fine coiled tubes called the seminiferous tubules. The tubes are lined with a layer of cells that, from puberty into old-age, produce sperm cells. The seminiferous tubules lead to the epididymis, where newly created sperm cells mature, and then into vas deferens (also called the ductus deferens) which opens into the urethra. Upon any sufficient sexual arousal, the sperm cells move through the ejaculatory duct and into the prostatic urethra, where the prostate, through muscular contractions, ejaculates the sperm, mixed with other fluids, out through the penis. (The genital anatomy described here, along with the neuroanatomy and hormonal systems that enable it to perform ejaculation, have as primary evolutionary functions the impregnation of a fertile female of the same species (or a sufficiently close one), via sexual intercourse with her.) Health issues The testicles are well-known to be very sensitive to impact and injury. This has been a rich source of humor for jokes and comedic routines. Slang terms for testicles, like \"balls\" or the Spanish \"cojones\" are often used in everyday speech to denote courage or audacity, as in \"He has balls to do that.\" The most important diseases of testicles are: - inflammation of the testicles, called orchitis - testicular cancer and other neoplasms - accumulation of clear fluid around a testicle, called hydrocele testis - inflammation of the epididymis, called epididymitis - spermatic cord torsion also called testicular torsion - varicocele 1 - swollen vein to the testes, usually affecting the left testicle The removal of one or both testicles is termed - orchidectomy, in medicine (where orchiectomy and orchectomy are synonymous), and - castration in general use, especially when done for the benefit of others than the subject, for example, to produce a high-voiced castrato from the castration of a pre-pubescent boy At least for humans, testicular prostheses are available to mimic the appearance and feel of one or both testicles, when absent as from injury or medical treatment.
	l337, leet	1360322	another way of saying \"leet\". short for elite. on a road trip up to the lake district i saw a car with l337 on their lisence plate!!! i can only hope the rather sour looking driver appreciates this legendary lisence plate.
	nig, nigga	12671914	A way of saying nigga or nigger but much less offensive, you are less likely of being shot if you say this in front of a black guy.
1	congradulations, congratulations	6436137	A common misspelling of the word \"congratulations\", mainly used by people with a third-grade education.
	milano, mulatto	1907350	another way of saying mulatto. as in a person who is half black and half white. theyre probably the coolest people you'll ever meet!
	donour, most	8060600	The correct and original, but unfortunately obsolete, spelling of the word most commonly spelt now as donor.- From Middle English: donoure/donour - From Anglo-Norman: donour - From Old French: doneur (donneur)A donour, in general, is a person who donates something voluntarily.
0	peaceemumoutt, bye	2426638	a way of saying bye in a gangstalicious way.
	feek, fuck	1337012	An alternate pronunciation and spelling of the word \"fuck\".
	fanboi, fanboy	2782842	Deliberate mispelling of the word 'fanboy' typically referring to an annoying, immature fan of a specific video game console. fanbois typically spend most of their free time telling anyone who will listen how perfect thier console of choice is, and how inferior all other products are. fanbois will not stop annoying other people until everyone they know is converted to their way of thinking.
	opwer, power	191490	Usually used in conjunction with \"pwned\". opwer is a mispelling of the word power, often mispelled by excited koreans on battlenet, or by anoying nerd h4x0r wanna-be's
1	pron, porn	210200	1. A misspelling of the word \"porn\" (short for pornography). Often seen in search engine histories. 2. A popular euphamism for porn, often seen used by wannabe hackers and script kiddies who have to use \"1337speak\" in order to seem cool. Became popular after the search-engine typo became more common.
	pron, porn	452941	n : film or literature designed to stimulate sexual desire syn: pornography, porno n.Pornography. adj.Pornographic. \"pron\" or \"pr0n\" is An accidental or deliberate misspelling of the word 'porn'. Due to the common misspelling of the word, it has been accepted and encouraged amongst the online gaming community. It was also used to get around keyword filtering such as in AOL's parental control. This allowed all the children of the world to have access to all the porn (or pr0n) that is nessessary for a healthy childhood.
	a-pah, fersure	4393058	Used in a passionate agreement of something, another way of saying \"fersure\" or \"hell yea\" by college students. Possibly derived from a middle east term, with a similar pronunciation(pronounced Ap-ahhh) *used with a lot of emphasis
	skeng, vape	11941362	This is another way of saying vape
	tandar, tandar	2488328	Similar to the approximation of the definition of the word ginder, often used in more gender specific, or insutl-specific means. The word is often associated with dirty people, dirty things, being dirty, South Indians, and fecal matter. It is a racial discrimination largely used between local Indian folk. The spelling is very often confused as tander. In fact, tander is a misspelling of the word tandar.
	peaze, peace	2611297	peaz Another way of saying 'peace' in an online conversation.
	happiness, rice	9694265	Happiness is another way of saying rice, it just is used more in America where everything is different from everyone else.
	jass, can	11163772	is the slang use of \"Yes\" but more exciting answered, used mostly between teens; the spelling of the word can be having one or multiple \"S\" at the end.
	mkay, okay	1146807	Another way of saying Okay.
	lolzzzzz, lol	4056433	LolZzZZz is just another way of saying LOL or the very simple LOLZZ but in a more extreme way . It shows more of histerical laughter then a simple \"hehehehahaha\" . Actully , this internet slang was created by a typo .
	toodles, goodbye	8323888	Toodles is the Weird floating mouse head on \"Mickey Mouse Club House\". It Is also a way of saying \"goodbye\" to someone.
	forillio, for	3012339	A way of saying for real, yo.
	pwn, pown	1254921	A short spelling of the word POWN. In turn POWN is a short spelling of the words PURE OWNAGE.
	bitchsammich, bitch	2478436	Bitchsammich is more than just a noun. It can be made into an adjective or many other words. 1)adj. A way to express great excitement 2)verb. When two people are on the outside while the one is in the middle.The two outer people hug eachother with the one person in the middle and you SQUEEEEZE. 3)noun. Another way of saying bitch or another vulgar word expressing hate towards a person/thing. 4)noun. The greatest sandwhich you've ever had in your life.
	tomm, tomorrow	1574312	Another way of saying tomorrow on an Instant Messanger.
	purchased, owned	1750069	The act of being owned. Another way of saying owned, because once you purchase something, you then own it.
	spychic, psychic	1513773	Misspelling of the word \"psychic\"
	threae, thread	4077062	noun, a misspelling of the word 'thread', as in forum thread. Originally coined on The Escapist, by iammatt95
	frankinweiner, fuck	12774069	Another way of saying fuck, asshole, weirdo.
	koalaballs, amazeballs	6217635	Another way of saying amazeballs but for people who are perhaps animal lovers or just want to be original.
	pass, pas	10873541	Another way of saying pas the blunt,L,Joint,Bong,Dab,or anything having to do with smoking a legal illegal substance
	lmbtomf, lmao	4006100	It is another way of saying lmao or lmfao. Lmbtomf \"laugh my big toe off my foot.\"
	baffle, werd	509192	another way of saying \"werd\"
	karacka, white	11911686	another way of saying white trash
	banilla, vanilla	3818223	misspelling of the word vanilla. An addition to the nickname vanilla.
