label	pair	defid	definition
	quandu, goodbye	7120531	Quandu is a way of saying goodbye. It means I had a good and/or pleasant time with you and I hope to see you again!
	all, said	355330	another way of saying \"said\" or \"says\" can be interchanged with like and \"goes/go\" mostly used by teenage girls
	marsk, scram	4403001	To walk extremely slowly. The opposite of scraming.(m-are-s-k)Derived from the backwards spelling of the word scram. Marsk was originally spelled m-a-r-s-c, however this provided little esthetic value and was altered to Marsk by the Millers and the Crads, two tribes in the Barrie area.
	t.h.o.t., slut	9155807	Meaning (that hoe over there). A thot is a hoe that's a side piece to someone who's in a relationship. It's another way of saying slut.
	bixxch, bitch	2765107	Bixxch is the ultimate spelling of the word bitch. Its often used in more humorous situations, and not in serious ones. And the xx's isent for the emoness.. Its just simply radtastic..
	wtfun, wtf	2827633	a way of saying wtf but in a less vulgar manner
	cheif, chief	2939932	Misspelling of the word Chief - mistake typically made by idiots who read at the 3rd grade level
	bootelacks, bollocks	2965352	another way of saying bollocks just people won't notice what your saying
	erkay, ok	11105763	Another way of saying \"ok\" annoyed
	kik, lol	4491659	The misspelling of the word \"lol\", sometimes followed with \";p;\" before corrected.
	berz, bears	2583509	Another spelling of the word bears, the animals.
	sksksksksksk, lol	12369905	Basically another way of saying lol, but to the max, when shits dead funny. A more extreme version of lol or lmao.
	secamuah, suck	5953661	(seck-uh-muaw) -Another way of saying suck on this.
	shouta, shota	996444	Misspelling of the word \"Shota\", but nonetheless meaning the same. Drawn art of acts of sex (see hentai) Involving young boys usually under 14. Short for \"Shotaru Complex\" Very popular amongst young girls in Japan. Since sex is legal at 13, it is not the same as it would be in America. Same as \"loli\", or \"Lolita complex\" Except that's young -girls-.
	toliet, toilet	6264955	Very common misspelling of the word toilet.When the misspelling is input into a computer speech synthesis program, it can come out sounding like \"to'LEET\", \"TOL'ee'et\" (like Juliet from Romeo & Juliet), or \"toe'LYE'et\" depending on the speech synthesis program used.For example, it sounds like \"toe'LYE'et\" on the SAM speech synthesizer for the Commodore 64 computer.
	def, death	1249317	The hip/gangsta way of saying Death.
	khello, hello	3249791	A way of saying hello but making it sound Spanish. Can be used with any word beggining with 'H' mainly but you can try it with any by adding a slight throat clearing noise at the start. Makes you sound like a spanish person speaking English.
	seque, segue	5328888	An alternative 100% acceptable spelling of the word Segue.
	skiiii, hello	7913329	Saying skiiii is another way of saying hello to an attractive person he/she likes
	shna, schnaa	1176999	The incorrect spelling of the word schnaa
	zizzy, sissy	12877004	quote; slang used by one of the Britninnian Gods, another way of saying Sissy but in Britninnian language.
	neighborhood, neighbourhood	2002609	The incorrect spelling of the word neighbourhood. Since us Americans are fond of chopping letters off for no good reason, we ended up with wrongly-spelled words, \"neighborhood' for example.
	adn, and	1048251	Frequent mispelling of the word \"and\" and therefore, possibly the most annoying word you'll ever read when going over your work. Apart from \"teh\".
	arse, that	274556	The original spelling of the word that has now been high jacked by the dumb-arse yanks - still means a rear end or stupid.
	g.o.what, god	4892131	-Pronoun; -Noun Pronounced -Gee-oh-what!1. The spelling of the word god with the letter D omitted with an exclamatory WHAT!2.An alternative to using the word \"god\", sometimes used with a shallow fear of seeming sacrilegious in the eyes of the \"almighty\".However, the practical use of the word is comedic more than anything..Typically used only at the end of a statement, the origin is unknown.
	sickage, thats	4015629	1. a person who is awesome at something and u hate it 2. another way of saying thats sick but sounds better 3. a man getting fingered up the ass by his girlfriend
	taters, goodbye	1866775	another way of saying goodbye, i.e. laters - becomes taters
	bauffing, sex	125666	another way of saying sex
	dig, you	12307336	a way of saying you really like a certain type of food
1	grate, great	432265	Originally some noroM's mis-spelling of the word \"great.\" Now used to refer to those noroMs.
1	cutiest, cutest	8517742	Unfortunately, this word doesn't actually exist. It is but a mere misspelling of the word 'cutest'.
	assplode, explode	1594565	A way of saying \"explode\" with a Spanish accent. To burst violently.
	turtwigz, turtwigs	3165742	a misspelling of the word turtwigs, the pokemon, that accommodates the \"Mudkipz\" phenomenon.
1	ossum, awesome	884190	new spelling of the word \"awesome\" to seperate the different meanings. Ossum meaning \"cool\" and awesome meaning \"filling one with awe\" or sim.
	whatever, aight	5707207	Another way of saying \"Aight\"
	dinkle, someone	7676869	A way of saying someone is stupid for saying something that you obviously knew.
